Rank,Player,RUSHING ATT,RUSHING YDS,RUSHING Y/A,RUSHING LG,RUSHING 20+,RUSHING TD,RECEIVING REC,RECEIVING TGT,RECEIVING YDS,RECEIVING Y/R,RECEIVING TD,MISC FL,MISC G,MISC FPTS,MISC FPTS/G,MISC ROST,year,position
96,Mike Bell (FA),13,42,3.2,15,0,1,1,0,14,14.0,0,0,3,11.6,3.9,0.0%,2008,rb
97,Lawrence Vickers (FA),10,31,3.1,10,0,0,10,6,78,7.8,0,0,12,10.9,0.9,0.0%,2008,rb
98,Lousaka Polite (FA),23,85,3.7,14,0,0,6,1,24,4.0,0,0,9,10.9,1.2,0.0%,2008,rb
99,Chris Perry (FA),32,61,1.9,10,0,0,11,0,45,4.1,0,0,7,10.6,1.5,0.0%,2008,rb
100,Jason McKie (FA),5,13,2.6,5,0,0,6,0,33,5.5,1,0,5,10.6,2.1,0.0%,2008,rb
101,Quinton Ganther (FA),9,61,6.8,22,0,0,6,0,43,7.2,0,0,5,10.4,2.1,0.0%,2008,rb
102,Korey Hall (FA),0,0,0.0,0,0,0,7,0,38,5.4,1,0,11,9.8,0.9,0.0%,2008,rb
103,Lance Ball (FA),13,83,6.4,23,0,0,1,0,5,5.0,0,0,1,8.8,8.8,0.0%,2008,rb
104,Najeh Davenport (FA),10,31,3.1,8,0,0,4,0,54,13.5,0,0,6,8.5,1.4,0.0%,2008,rb
105,Alvin Pearman (FA),0,0,0.0,0,0,0,1,0,23,23.0,1,0,1,8.3,8.3,0.0%,2008,rb
106,Heath Evans (FA),11,23,2.1,4,0,0,3,0,59,19.7,0,0,16,8.2,0.5,0.0%,2008,rb
107,Kyle Eckel (FA),24,79,3.3,14,0,0,0,0,0,0.0,0,0,4,7.9,2.0,0.0%,2008,rb
108,James Johnson (FA),9,29,3.2,12,0,0,6,0,47,7.8,0,0,3,7.6,2.5,0.0%,2008,rb
109,Selvin Young (FA),24,75,3.1,8,0,0,1,0,1,1.0,0,0,4,7.6,1.9,0.0%,2008,rb
110,Rashard Mendenhall (FA),19,58,3.1,12,0,0,2,0,17,8.5,0,0,4,7.5,1.9,0.0%,2008,rb
111,Justin Griffith (FA),1,2,2.0,2,0,0,2,2,10,5.0,1,0,3,7.2,2.4,0.0%,2008,rb
112,Dante Hall (FA),0,0,0.0,0,0,0,6,0,71,11.8,0,0,4,7.1,1.8,0.0%,2008,rb
113,Deon Anderson (FA),2,3,1.5,3,0,0,2,0,7,3.5,1,0,8,7.0,0.9,0.0%,2008,rb
114,Tony Richardson (FA),10,65,6.5,16,0,0,0,1,0,0.0,0,0,6,6.5,1.1,0.0%,2008,rb
115,Ovie Mughelli (FA),5,16,3.2,9,0,0,6,0,48,8.0,0,0,9,6.4,0.7,0.0%,2008,rb
116,Legedu Naanee (FA),0,0,0.0,0,0,0,7,0,58,8.3,0,0,9,5.8,0.6,0.0%,2008,rb
117,Jerome Felton (FA),2,4,2.0,4,0,0,9,0,53,5.9,0,0,13,5.7,0.4,0.0%,2008,rb
118,Travis Minor (FA),12,30,2.5,13,0,0,3,0,15,5.0,0,0,7,4.5,0.6,0.0%,2008,rb
119,Lorenzo Neal (FA),11,23,2.1,5,0,0,6,1,22,3.7,0,0,8,4.5,0.6,0.0%,2008,rb
120,Clifton Smith (FA),8,40,5.0,10,0,0,4,1,24,6.0,0,1,9,4.4,0.5,0.0%,2008,rb
121,Kevin Jones (FA),14,38,2.7,16,0,0,2,0,5,2.5,0,0,6,4.3,0.7,0.0%,2008,rb
122,Owen Schmitt (FA),4,19,4.8,14,0,0,5,0,23,4.6,0,0,7,4.2,0.6,0.0%,2008,rb
123,Andre Hall (FA),8,13,1.6,9,0,0,3,0,25,8.3,0,0,4,3.8,1.0,0.0%,2008,rb
124,Carey Davis (FA),2,17,8.5,11,0,0,3,0,18,6.0,0,0,7,3.5,0.5,0.0%,2008,rb
125,Aveion Cason (FA),4,7,1.8,4,0,0,4,0,27,6.8,0,0,7,3.4,0.5,0.0%,2008,rb
126,Shaun Alexander (FA),11,24,2.2,8,0,0,1,0,9,9.0,0,0,4,3.3,0.8,0.0%,2008,rb
127,Garrett Wolfe (FA),14,31,2.2,10,0,0,0,0,0,0.0,0,0,8,3.1,0.4,0.0%,2008,rb
128,Luke Lawton (FA),0,0,0.0,0,0,0,6,0,30,5.0,0,0,7,3.0,0.4,0.0%,2008,rb
129,Brad Hoover (FA),6,7,1.2,3,0,0,4,2,21,5.3,0,0,8,2.8,0.4,0.0%,2008,rb
130,Lorenzo Booker (FA),8,26,3.3,8,0,0,1,2,1,1.0,0,0,5,2.7,0.5,0.0%,2008,rb
131,Jalen Parmele (FA),2,27,13.5,31,0,0,0,0,0,0.0,0,0,1,2.7,2.7,0.0%,2008,rb
132,Laurence Maroney (FA),10,26,2.6,5,0,0,0,0,0,0.0,0,0,1,2.6,2.6,0.0%,2008,rb
133,Naufahu Tahi (FA),0,0,0.0,0,0,0,10,0,24,2.4,0,0,9,2.4,0.3,0.0%,2008,rb
134,Jameel Cook (FA),0,0,0.0,0,0,0,3,2,24,8.0,0,0,5,2.4,0.5,0.0%,2008,rb
135,Kenny Watson (FA),6,23,3.8,6,0,0,1,0,1,1.0,0,0,6,2.4,0.4,0.0%,2008,rb
136,Mike Hart (FA),1,2,2.0,2,0,0,1,0,18,18.0,0,0,1,2.0,2.0,0.0%,2008,rb
137,Chauncey Washington (FA),4,9,2.3,6,0,0,1,1,9,9.0,0,0,3,1.8,0.6,0.0%,2008,rb
138,Terrelle Smith (FA),0,0,0.0,0,0,0,1,0,18,18.0,0,0,2,1.8,0.9,0.0%,2008,rb
139,Moran Norris (FA),1,1,1.0,1,0,0,4,0,16,4.0,0,0,5,1.7,0.3,0.0%,2008,rb
140,Mike Cox (FA),1,-2,-2.0,0,0,0,8,0,19,2.4,0,0,16,1.7,0.1,0.0%,2008,rb
141,D.J. Ware (FA),2,15,7.5,9,0,0,0,0,0,0.0,0,0,2,1.5,0.8,0.0%,2008,rb
142,Michael Bennett (FA),7,12,1.7,4,0,0,1,0,2,2.0,0,0,3,1.4,0.5,0.0%,2008,rb
143,Jesse Chatman (FA),5,8,1.6,5,0,0,2,0,5,2.5,0,0,2,1.3,0.7,0.0%,2008,rb
144,Tony Hunt (FA),1,6,6.0,6,0,0,1,1,2,2.0,0,0,1,0.8,0.8,0.0%,2008,rb
145,Brian Leonard (FA),2,7,3.5,5,0,0,0,0,0,0.0,0,0,2,0.7,0.4,0.0%,2008,rb
146,Rock Cartwright (FA),5,14,2.8,7,0,0,1,0,-7,-7.0,0,0,12,0.7,0.1,0.0%,2008,rb
147,Nick Goings (FA),7,10,1.4,4,0,0,1,0,-4,-4.0,0,0,9,0.6,0.1,0.0%,2008,rb
148,Tim Castille (FA),0,0,0.0,0,0,0,2,1,3,1.5,0,0,6,0.3,0.1,0.0%,2008,rb
149,Chris Henry (FA),1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,2008,rb
150,Sam Gado (FA),2,4,2.0,3,0,0,1,0,-1,-1.0,0,0,1,0.3,0.3,0.0%,2008,rb
151,Reuben Droughns (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,8,0.0,0.0,0.0%,2008,rb
152,Darian Barnes (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,2008,rb
153,Keith Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,5,0.0,0.0,0.0%,2008,rb
154,Maurice Hicks (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,9,0.0,0.0,0.0%,2008,rb
155,Cory Boyd (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2008,rb
156,Spencer Larsen (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,14,0.0,0.0,0.0%,2008,rb
157,Darius Reynaud (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%,2008,rb
158,Dan Kreider (FA),1,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,2008,rb
159,Justin Forsett (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,14,0.0,0.0,0.0%,2008,rb
160,Chris Massey (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,2008,rb
161,Corey McIntyre (FA),0,0,0.0,0,0,0,2,1,-1,-0.5,0,0,4,-0.1,0.0,0.0%,2008,rb
162,Jackie Battle (FA),0,0,0.0,0,0,0,1,0,-2,-2.0,0,0,9,-0.2,0.0,0.0%,2008,rb
163,Cecil Sapp (FA),2,-3,-1.5,0,0,0,0,0,0,0.0,0,0,6,-0.3,-0.1,0.0%,2008,rb
1,Chris Johnson (FA),358,2006,5.6,91,0,14,50,71,503,10.1,2,3,16,342.9,21.4,0.6%,2009,rb
2,Adrian Peterson (FA),314,1383,4.4,64,0,18,43,57,436,10.1,0,6,16,277.9,17.4,2.1%,2009,rb
3,Maurice Jones-Drew (FA),312,1391,4.5,80,0,15,53,71,374,7.1,1,1,16,270.5,16.9,0.0%,2009,rb
4,Ray Rice (FA),254,1339,5.3,59,0,7,78,101,702,9.0,1,3,16,246.1,15.4,0.0%,2009,rb
5,Thomas Jones (FA),331,1402,4.2,71,0,14,10,18,58,5.8,0,0,16,230.0,14.4,0.0%,2009,rb
6,Frank Gore (FA),229,1120,4.9,80,0,10,52,75,406,7.8,3,2,14,226.6,16.2,12.1%,2009,rb
7,Ricky Williams (FA),241,1121,4.7,68,0,11,35,53,264,7.5,2,2,16,212.5,13.3,0.0%,2009,rb
8,Ryan Grant (FA),282,1253,4.4,62,0,11,25,30,197,7.9,0,1,16,209.0,13.1,0.0%,2009,rb
9,Joseph Addai (FA),219,828,3.8,21,0,10,51,63,336,6.6,3,1,15,197.3,13.2,0.0%,2009,rb
10,Steven Jackson (FA),324,1416,4.4,58,0,4,51,75,322,6.3,0,2,15,193.8,12.9,0.0%,2009,rb
11,Jonathan Stewart (FA),221,1133,5.1,67,0,10,18,26,139,7.7,1,2,16,189.2,11.8,0.0%,2009,rb
12,Jamaal Charles (FA),190,1120,5.9,76,0,7,40,56,297,7.4,1,3,15,185.7,12.4,0.1%,2009,rb
13,Rashard Mendenhall (FA),242,1108,4.6,60,0,7,25,32,261,10.4,1,3,16,178.9,11.2,0.0%,2009,rb
14,DeAngelo Williams (FA),216,1117,5.2,77,0,7,29,41,252,8.7,0,3,13,174.9,13.5,0.1%,2009,rb
15,Cedric Benson (FA),301,1251,4.2,42,0,6,17,24,111,6.5,0,0,13,172.2,13.2,0.0%,2009,rb
16,Fred Jackson (FA),237,1062,4.5,43,0,2,46,60,371,8.1,2,2,16,168.4,10.5,0.0%,2009,rb
17,Knowshon Moreno (FA),247,947,3.8,36,0,7,28,41,213,7.6,2,4,16,162.0,10.1,0.0%,2009,rb
18,Matt Forte (FA),258,929,3.6,61,0,4,57,72,471,8.3,0,3,16,160.0,10.0,19.1%,2009,rb
19,LaDainian Tomlinson (FA),223,730,3.3,36,0,12,20,30,154,7.7,0,2,14,156.4,11.2,0.0%,2009,rb
20,Pierre Thomas (FA),147,793,5.4,34,0,6,39,45,302,7.7,2,1,14,155.5,11.1,0.0%,2009,rb
21,Marion Barber (FA),214,932,4.4,35,0,7,26,36,221,8.5,0,2,15,153.3,10.2,0.0%,2009,rb
22,Michael Turner (FA),178,871,4.9,58,0,10,5,7,35,7.0,0,2,11,146.6,13.3,0.0%,2009,rb
23,Jerome Harrison (FA),194,862,4.4,71,0,5,34,50,220,6.5,2,2,14,146.2,10.4,0.0%,2009,rb
24,Cadillac Williams (FA),211,823,3.9,35,0,4,28,39,217,7.8,3,0,16,146.0,9.1,0.0%,2009,rb
25,Willis McGahee (FA),109,544,5.0,77,0,12,15,22,85,5.7,2,1,16,144.9,9.1,0.0%,2009,rb
26,Tim Hightower (FA),143,598,4.2,50,0,8,63,80,428,6.8,0,4,16,142.6,8.9,0.0%,2009,rb
27,Kevin Smith (FA),217,747,3.4,31,0,4,41,57,415,10.1,1,2,13,142.2,10.9,0.0%,2009,rb
28,Ahmad Bradshaw (FA),163,778,4.8,38,0,7,21,30,207,9.9,0,2,15,136.5,9.1,0.0%,2009,rb
29,Brandon Jacobs (FA),224,835,3.7,31,0,5,18,31,184,10.2,1,1,15,135.9,9.1,0.0%,2009,rb
30,Laurence Maroney (FA),194,757,3.9,45,0,9,14,17,99,7.1,0,4,15,131.6,8.8,0.0%,2009,rb
31,Beanie Wells (FA),176,793,4.5,33,0,7,12,16,143,11.9,0,2,16,131.6,8.2,0.0%,2009,rb
32,Ronnie Brown (FA),147,648,4.4,45,0,8,14,20,98,7.0,0,1,9,125.4,13.9,0.0%,2009,rb
33,Justin Forsett (FA),114,619,5.4,35,0,4,41,57,350,8.5,1,1,16,124.9,7.8,0.0%,2009,rb
34,Darren Sproles (FA),93,343,3.7,21,0,3,45,57,497,11.0,4,1,16,124.0,7.8,0.1%,2009,rb
35,LeSean McCoy (FA),155,637,4.1,66,0,4,40,55,308,7.7,0,1,16,118.5,7.4,2.0%,2009,rb
36,Steve Slaton (FA),131,437,3.3,32,0,3,44,55,417,9.5,4,5,11,117.4,10.7,0.0%,2009,rb
37,Reggie Bush (FA),70,390,5.6,55,0,5,47,68,335,7.1,3,2,14,116.5,8.3,0.0%,2009,rb
38,Jason Snelling (FA),142,613,4.3,31,0,4,30,39,259,8.6,1,1,14,115.2,8.2,0.0%,2009,rb
39,Felix Jones (FA),116,685,5.9,56,0,3,19,22,119,6.3,0,2,14,94.4,6.7,0.0%,2009,rb
40,Mike Bell (FA),172,654,3.8,35,0,5,4,4,12,3.0,0,2,13,92.6,7.1,0.0%,2009,rb
41,Correll Buckhalter (FA),120,642,5.4,45,0,1,31,38,240,7.7,0,2,14,90.2,6.4,0.0%,2009,rb
42,Chester Taylor (FA),94,338,3.6,25,0,1,44,59,389,8.8,1,0,16,84.7,5.3,0.0%,2009,rb
43,Michael Bush (FA),123,589,4.8,60,0,3,17,19,105,6.2,0,2,16,83.4,5.2,0.0%,2009,rb
44,Kevin Faulk (FA),62,335,5.4,29,0,2,37,53,301,8.1,1,0,15,81.6,5.4,0.0%,2009,rb
45,Justin Fargas (FA),129,491,3.8,35,0,3,17,21,113,6.6,0,0,12,78.4,6.5,0.0%,2009,rb
46,Ryan Moats (FA),101,390,3.9,17,0,4,13,15,106,8.2,1,2,12,75.6,6.3,0.0%,2009,rb
47,Derrick Ward (FA),114,409,3.6,28,0,1,20,24,150,7.5,2,0,14,73.9,5.3,0.0%,2009,rb
48,Maurice Morris (FA),93,384,4.1,64,0,2,26,38,210,8.1,0,0,14,73.4,5.2,0.0%,2009,rb
49,Marshawn Lynch (FA),120,450,3.8,47,0,2,28,37,179,6.4,0,1,13,72.9,5.6,0.3%,2009,rb
50,Leonard Weaver (FA),70,323,4.6,41,0,2,15,26,140,9.3,2,0,16,70.3,4.4,0.0%,2009,rb
51,Tashard Choice (FA),64,349,5.5,66,0,3,15,22,132,8.8,0,0,16,68.1,4.3,0.0%,2009,rb
52,Clinton Portis (FA),124,494,4.0,78,0,1,9,12,57,6.3,1,1,8,65.1,8.1,0.0%,2009,rb
53,Larry Johnson (FA),178,581,3.3,27,0,0,15,21,80,5.3,0,1,14,64.1,4.6,0.0%,2009,rb
54,Donald Brown (FA),78,281,3.6,45,0,3,11,14,169,15.4,0,0,11,63.0,5.7,0.0%,2009,rb
55,Jamal Lewis (FA),143,500,3.5,18,0,0,8,11,88,11.0,0,0,9,60.8,6.8,0.0%,2009,rb
56,Darren McFadden (FA),104,357,3.4,28,0,1,21,36,245,11.7,0,3,12,60.2,5.0,7.0%,2009,rb
57,Shonn Greene (FA),108,540,5.0,33,0,2,0,5,0,0.0,0,3,14,60.0,4.3,0.0%,2009,rb
58,Sammy Morris (FA),73,319,4.4,55,0,2,19,27,180,9.5,0,1,12,59.9,5.0,0.0%,2009,rb
59,Mike Tolbert (FA),25,148,5.9,32,0,1,17,22,192,11.3,3,0,16,58.0,3.6,0.0%,2009,rb
60,Brian Westbrook (FA),61,274,4.5,25,0,1,25,34,181,7.2,1,0,8,57.5,7.2,0.0%,2009,rb
61,Rock Cartwright (FA),64,228,3.6,34,0,0,27,32,242,9.0,1,0,16,53.0,3.3,0.0%,2009,rb
62,Arian Foster (FA),54,257,4.8,24,0,3,8,9,93,11.6,0,1,6,51.0,8.5,0.0%,2009,rb
63,Ladell Betts (FA),56,210,3.8,18,0,2,17,20,179,10.5,0,0,10,50.9,5.1,0.0%,2009,rb
64,Fred Taylor (FA),63,269,4.3,19,0,4,2,3,17,8.5,0,1,6,50.6,8.4,0.0%,2009,rb
65,Brandon Jackson (FA),37,111,3.0,9,0,2,21,26,187,8.9,1,0,12,49.8,4.2,0.0%,2009,rb
66,Willie Parker (FA),98,389,4.0,34,0,0,6,7,64,10.7,1,1,13,49.3,3.8,0.0%,2009,rb
67,Chris Brown (FA),79,267,3.4,13,0,3,16,21,74,4.6,0,1,14,48.1,3.4,0.0%,2009,rb
68,Quinton Ganther (FA),62,201,3.2,13,0,3,9,10,99,11.0,0,0,8,48.0,6.0,0.0%,2009,rb
69,Jerious Norwood (FA),76,252,3.3,21,0,0,19,22,186,9.8,1,1,10,47.8,4.8,0.0%,2009,rb
70,Leon Washington (FA),72,331,4.6,33,0,0,15,26,131,8.7,0,1,7,44.2,6.3,0.0%,2009,rb
71,Le'Ron McClain (FA),46,180,3.9,20,0,2,21,27,141,6.7,0,0,16,44.1,2.8,0.0%,2009,rb
72,Mewelde Moore (FA),35,118,3.4,15,0,0,21,31,153,7.3,2,0,16,43.3,2.7,0.0%,2009,rb
73,Lex Hilliard (FA),23,89,3.9,18,0,1,20,20,158,7.9,2,0,16,42.7,2.7,0.0%,2009,rb
74,Bernard Scott (FA),74,321,4.3,61,0,0,5,8,67,13.4,0,0,13,38.8,3.0,0.0%,2009,rb
75,Legedu Naanee (FA),3,7,2.3,10,0,0,24,29,242,10.1,2,0,13,37.7,2.9,0.0%,2009,rb
76,Rashad Jennings (FA),39,202,5.2,28,0,1,16,18,101,6.3,0,0,15,36.3,2.4,0.0%,2009,rb
77,LenDale White (FA),64,222,3.5,11,0,2,3,5,14,4.7,0,1,13,33.6,2.6,0.0%,2009,rb
78,Brian Leonard (FA),27,84,3.1,11,0,0,30,35,217,7.2,0,1,14,30.1,2.2,0.0%,2009,rb
79,Aaron Brown (FA),27,131,4.9,19,0,0,9,15,84,9.3,1,0,15,27.5,1.8,0.0%,2009,rb
80,Heath Evans (FA),5,16,3.2,6,0,1,10,13,70,7.0,2,0,6,26.6,4.4,0.0%,2009,rb
81,Kenneth Darby (FA),27,152,5.6,51,0,0,18,24,96,5.3,0,0,15,24.8,1.7,0.0%,2009,rb
82,John Kuhn (FA),8,18,2.3,5,0,1,7,7,47,6.7,2,0,14,24.5,1.8,0.0%,2009,rb
83,Ahman Green (FA),41,160,3.9,26,0,1,3,5,18,6.0,0,0,7,23.8,3.4,0.0%,2009,rb
84,Kahlil Bell (FA),40,220,5.5,72,0,0,1,3,4,4.0,0,0,7,22.4,3.2,0.0%,2009,rb
85,Vonta Leach (FA),0,0,0.0,0,0,0,20,26,155,7.8,1,0,16,21.5,1.3,0.0%,2009,rb
86,Brad Hoover (FA),20,52,2.6,18,0,1,4,9,23,5.8,1,0,7,19.5,2.8,0.0%,2009,rb
87,Garrett Wolfe (FA),22,120,5.5,36,0,1,2,3,12,6.0,0,0,8,19.2,2.4,0.0%,2009,rb
88,Jason Wright (FA),3,17,5.7,8,0,0,9,11,53,5.9,2,0,15,19.0,1.3,0.0%,2009,rb
89,Marcus Mason (FA),32,127,4.0,20,0,0,6,7,58,9.7,0,0,9,18.5,2.1,0.0%,2009,rb
90,Mike Hart (FA),26,70,2.7,15,0,1,5,8,54,10.8,0,0,5,18.4,3.7,0.0%,2009,rb
91,Jerome Felton (FA),15,46,3.1,10,0,0,13,17,133,10.2,0,0,13,17.9,1.4,0.0%,2009,rb
92,Earnest Graham (FA),14,66,4.7,17,0,0,14,22,109,7.8,0,0,11,17.5,1.6,0.0%,2009,rb
93,Lousaka Polite (FA),37,123,3.3,13,0,0,11,23,51,4.6,0,0,16,17.4,1.1,0.0%,2009,rb
94,Justin Griffith (FA),4,6,1.5,3,0,0,19,26,118,6.2,1,1,12,16.4,1.4,0.0%,2009,rb
95,Danny Woodhead (FA),15,64,4.3,16,0,0,8,14,87,10.9,0,0,10,15.1,1.5,20.6%,2009,rb
96,Mike Cox (FA),3,5,1.7,2,0,1,10,13,79,7.9,0,0,16,14.4,0.9,0.0%,2009,rb
97,Edgerrin James (FA),46,125,2.7,10,0,0,3,3,19,6.3,0,0,7,14.4,2.1,0.0%,2009,rb
98,LaRod Stephens-Howling (FA),6,15,2.5,5,0,0,10,18,83,8.3,1,1,16,13.8,0.9,0.0%,2009,rb
99,Naufahu Tahi (FA),3,5,1.7,2,0,0,10,12,67,6.7,1,0,10,13.2,1.3,0.0%,2009,rb
100,Moran Norris (FA),14,41,2.9,15,0,1,7,11,31,4.4,0,0,12,13.2,1.1,0.0%,2009,rb
101,Michael Bennett (FA),23,65,2.8,14,0,0,6,7,65,10.8,0,0,5,13.0,2.6,0.0%,2009,rb
102,Tyrell Sutton (FA),12,68,5.7,20,0,0,6,11,62,10.3,0,0,6,13.0,2.2,0.0%,2009,rb
103,D.J. Ware (FA),13,73,5.6,14,0,1,3,4,15,5.0,0,1,6,12.8,2.1,0.0%,2009,rb
104,BenJarvus Green-Ellis (FA),26,114,4.4,29,0,0,2,5,11,5.5,0,0,12,12.5,1.0,0.0%,2009,rb
105,Ovie Mughelli (FA),4,10,2.5,4,0,0,7,10,51,7.3,1,0,8,12.1,1.5,0.0%,2009,rb
106,Peyton Hillis (FA),13,54,4.2,13,0,1,4,6,19,4.8,0,1,14,11.3,0.8,0.0%,2009,rb
107,Tim Castille (FA),14,55,3.9,16,0,0,4,6,37,9.3,1,1,7,11.2,1.6,0.0%,2009,rb
108,Eldra Buckley (FA),15,44,2.9,9,0,1,0,0,0,0.0,0,0,10,10.4,1.0,0.0%,2009,rb
109,Gary Russell (FA),3,0,0.0,2,0,0,12,15,96,8.0,0,0,12,9.6,0.8,0.0%,2009,rb
110,Corey McIntyre (FA),5,34,6.8,25,0,0,7,8,55,7.9,0,0,9,8.9,1.0,0.0%,2009,rb
111,Lawrence Vickers (FA),0,0,0.0,0,0,0,8,18,27,3.4,1,0,16,8.7,0.5,0.0%,2009,rb
112,LaMont Jordan (FA),25,86,3.4,13,0,0,0,4,0,0.0,0,0,7,8.6,1.2,0.0%,2009,rb
113,Owen Schmitt (FA),0,0,0.0,0,0,0,6,11,21,3.5,1,0,12,8.1,0.7,0.0%,2009,rb
114,Jacob Hester (FA),21,74,3.5,15,0,0,9,11,24,2.7,0,1,15,7.8,0.5,0.0%,2009,rb
115,Chris Ogbonnaya (FA),11,50,4.5,18,0,0,1,2,19,19.0,0,0,2,6.9,3.5,0.0%,2009,rb
116,Adrian Peterson (FA),7,51,7.3,15,0,0,2,2,11,5.5,0,0,11,6.2,0.6,0.0%,2009,rb
117,Patrick Cobbs (FA),6,36,6.0,19,0,0,3,4,23,7.7,0,0,5,5.9,1.2,0.0%,2009,rb
118,Tony Richardson (FA),7,48,6.9,19,0,0,3,5,10,3.3,0,0,11,5.8,0.5,0.0%,2009,rb
119,Albert Young (FA),12,53,4.4,10,0,0,0,0,0,0.0,0,0,2,5.3,2.7,0.0%,2009,rb
120,Sam Gado (FA),14,26,1.9,11,0,0,3,3,25,8.3,0,0,13,5.1,0.4,0.0%,2009,rb
121,Aaron Stecker (FA),5,15,3.0,6,0,0,5,5,34,6.8,0,0,5,4.9,1.0,0.0%,2009,rb
122,Javon Ringer (FA),8,48,6.0,32,0,0,0,0,0,0.0,0,0,4,4.8,1.2,0.0%,2009,rb
123,Mike Goodson (FA),22,49,2.2,11,0,0,2,2,15,7.5,0,1,8,4.4,0.6,0.0%,2009,rb
124,Ahmard Hall (FA),1,5,5.0,5,0,0,12,16,79,6.6,0,2,13,4.4,0.3,0.0%,2009,rb
125,Gartrell Johnson (FA),13,43,3.3,11,0,0,0,1,0,0.0,0,0,5,4.3,0.9,0.0%,2009,rb
126,Kolby Smith (FA),15,33,2.2,12,0,0,2,2,9,4.5,0,0,4,4.2,1.1,0.0%,2009,rb
127,Korey Hall (FA),0,0,0.0,0,0,0,5,7,41,8.2,0,0,11,4.1,0.4,0.0%,2009,rb
128,DeShawn Wynn (FA),6,19,3.2,6,0,0,2,7,19,9.5,0,0,3,3.8,1.3,0.0%,2009,rb
129,Greg Jones (FA),4,23,5.8,11,0,0,5,10,14,2.8,0,0,13,3.7,0.3,0.0%,2009,rb
130,Luke Lawton (FA),0,0,0.0,0,0,0,7,10,31,4.4,0,0,9,3.1,0.3,0.0%,2009,rb
131,Jeremi Johnson (FA),4,8,2.0,4,0,0,6,12,41,6.8,0,1,13,2.9,0.2,0.0%,2009,rb
132,Michael Robinson (FA),3,2,0.7,4,0,0,6,11,24,4.0,0,0,15,2.6,0.2,0.0%,2009,rb
133,Mike Karney (FA),2,8,4.0,8,0,0,6,9,16,2.7,0,0,10,2.4,0.2,0.0%,2009,rb
134,Kyle Eckel (FA),2,6,3.0,7,0,0,2,3,14,7.0,0,0,3,2.0,0.7,0.0%,2009,rb
135,Marcel Reece (FA),0,0,0.0,0,0,0,2,4,20,10.0,0,0,2,2.0,1.0,0.0%,2009,rb
136,Dan Kreider (FA),0,0,0.0,0,0,0,4,6,20,5.0,0,0,6,2.0,0.3,0.0%,2009,rb
137,Verron Haynes (FA),0,0,0.0,0,0,0,3,4,20,6.7,0,0,2,2.0,1.0,0.0%,2009,rb
138,James Davis (FA),9,15,1.7,5,0,0,4,5,5,1.3,0,0,2,2.0,1.0,0.0%,2009,rb
139,Jackie Battle (FA),7,21,3.0,12,0,0,2,2,-3,-1.5,0,0,5,1.8,0.4,0.0%,2009,rb
140,Jalen Parmele (FA),5,17,3.4,7,0,0,0,0,0,0.0,0,0,7,1.7,0.2,0.0%,2009,rb
141,Carey Davis (FA),2,15,7.5,14,0,0,0,0,0,0.0,0,0,4,1.5,0.4,0.0%,2009,rb
142,Jason McKie (FA),0,0,0.0,0,0,0,5,10,13,2.6,0,0,9,1.3,0.1,0.0%,2009,rb
143,Terrelle Smith (FA),0,0,0.0,0,0,0,2,4,7,3.5,0,0,2,0.7,0.4,0.0%,2009,rb
144,Javarris Williams (FA),6,6,1.0,5,0,0,0,1,0,0.0,0,0,3,0.6,0.2,0.0%,2009,rb
145,Kory Sheets (FA),1,5,5.0,5,0,0,0,0,0,0.0,0,0,2,0.5,0.3,0.0%,2009,rb
146,Deon Anderson (FA),0,0,0.0,0,0,0,1,3,5,5.0,0,0,9,0.5,0.1,0.0%,2009,rb
147,Quinn Johnson (FA),0,0,0.0,0,0,0,2,4,4,2.0,0,0,9,0.4,0.0,0.0%,2009,rb
148,Matt Lawrence (FA),4,0,0.0,4,0,0,1,1,4,4.0,0,0,6,0.4,0.1,0.0%,2009,rb
149,B.J. Askew (FA),1,0,0.0,0,0,0,2,2,3,1.5,0,0,3,0.3,0.1,0.0%,2009,rb
150,Chris Pressley (FA),1,0,0.0,0,0,0,1,1,2,2.0,0,0,7,0.2,0.0,0.0%,2009,rb
151,Montell Owens (FA),2,1,0.5,3,0,0,0,1,0,0.0,0,0,16,0.1,0.0,0.0%,2009,rb
152,Keith Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%,2009,rb
153,Isaac Redman (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2009,rb
