Rank,Player,RECEIVING REC,RECEIVING TGT,RECEIVING YDS,RECEIVING Y/R,RECEIVING LG,RECEIVING 20+,RECEIVING TD,RUSHING ATT,RUSHING YDS,RUSHING TD,MISC FL,MISC G,MISC FPTS,MISC FPTS/G,MISC ROST,year,position
12,Chris Cooley (FA),66,10,670,10.2,28,0,1,0,0,0,0,12,73.0,6.1,0.0%,2008,te
13,Dustin Keller (FA),48,13,535,11.1,54,0,3,0,0,0,0,16,71.5,4.5,0.0%,2008,te
14,Heath Miller (FA),48,7,514,10.7,22,0,3,0,0,0,0,14,69.4,5.0,0.0%,2008,te
15,Kevin Boss (FA),30,0,333,11.1,28,0,5,0,0,0,0,11,63.3,5.8,0.0%,2008,te
16,Bobby Wade (FA),40,0,493,12.3,59,0,2,0,0,0,0,12,61.3,5.1,0.0%,2008,te
17,Marcedes Lewis (FA),41,8,489,11.9,30,0,2,0,0,0,0,16,60.9,3.8,0.0%,2008,te
18,Kellen Winslow (FA),43,0,428,10.0,30,0,3,0,0,0,0,10,60.8,6.1,0.0%,2008,te
19,Billy Miller (FA),40,3,508,12.7,41,0,1,0,0,0,0,10,56.8,5.7,0.0%,2008,te
20,Daniel Graham (FA),26,0,317,12.2,28,0,4,0,0,0,0,11,55.7,5.1,0.0%,2008,te
21,Todd Heap (FA),32,8,366,11.4,30,0,3,0,0,0,0,13,54.6,4.2,0.0%,2008,te
22,Martellus Bennett (FA),20,0,283,14.2,37,0,4,0,0,0,0,16,52.3,3.3,23.0%,2008,te
23,Donald Lee (FA),28,0,219,7.8,25,0,5,0,0,0,0,10,51.9,5.2,0.0%,2008,te
24,Vernon Davis (FA),31,13,358,11.5,57,0,2,1,11,0,1,16,46.9,2.9,1.6%,2008,te
25,Bo Scaife (FA),45,6,407,9.0,26,0,1,0,0,0,0,12,46.7,3.9,0.0%,2008,te
26,David Martin (FA),23,1,344,15.0,61,0,2,0,0,0,0,12,46.4,3.9,0.0%,2008,te
27,Alex Smith (FA),21,9,250,11.9,34,0,3,0,0,0,0,14,45.0,3.2,0.0%,2008,te
28,Jerramy Stevens (FA),31,3,336,10.8,31,0,1,0,0,0,0,12,39.6,3.3,0.0%,2008,te
29,Brent Celek (FA),27,8,318,11.8,44,0,1,0,0,0,0,16,37.8,2.4,0.0%,2008,te
30,L.J. Smith (FA),31,11,249,8.0,25,0,2,0,0,0,0,10,36.9,3.7,0.0%,2008,te
31,Desmond Clark (FA),34,8,288,8.5,35,0,1,0,0,0,0,12,34.8,2.9,0.0%,2008,te
32,Jeremy Shockey (FA),34,4,332,9.8,25,0,0,0,0,0,0,9,33.2,3.7,0.0%,2008,te
33,Benjamin Watson (FA),22,10,209,9.5,29,0,2,0,0,0,0,14,32.9,2.4,2.8%,2008,te
34,Michael Gaines (FA),20,0,234,11.7,33,0,1,0,0,0,0,10,29.4,2.9,0.0%,2008,te
35,Alge Crumpler (FA),19,4,211,11.1,28,0,1,0,0,0,0,10,27.1,2.7,0.0%,2008,te
36,Dante Rosario (FA),18,8,209,11.6,24,0,1,0,0,0,0,16,26.9,1.7,0.0%,2008,te
37,Justin Peelle (FA),13,0,139,10.7,18,0,2,0,0,0,0,9,25.9,2.9,0.0%,2008,te
38,Robert Royal (FA),22,3,257,11.7,25,0,0,0,0,0,0,10,25.7,2.6,0.0%,2008,te
39,Jeff King (FA),21,4,195,9.3,31,0,1,0,0,0,0,16,25.5,1.6,0.0%,2008,te
40,Steve Heiden (FA),22,7,240,10.9,51,0,0,0,0,0,0,9,24.0,2.7,0.0%,2008,te
41,Jerry Porter (FA),10,7,175,17.5,33,0,1,0,0,0,0,7,23.5,3.4,0.0%,2008,te
42,Brandon Manumaleuna (FA),11,0,107,9.7,17,0,2,0,0,0,0,10,22.7,2.3,0.0%,2008,te
43,Mark Campbell (FA),10,0,103,10.3,29,0,2,0,0,0,0,5,22.3,4.5,0.0%,2008,te
44,Delanie Walker (FA),10,4,155,15.5,53,0,1,2,-13,0,0,15,20.2,1.3,0.1%,2008,te
45,Derek Schouman (FA),13,0,121,9.3,18,0,1,0,0,0,0,7,18.1,2.6,0.0%,2008,te
46,Mike Sellers (FA),10,1,93,9.3,20,0,1,5,21,0,0,10,17.4,1.7,0.0%,2008,te
47,Darcy Johnson (FA),4,0,46,11.5,26,0,2,0,0,0,0,6,16.6,2.8,0.0%,2008,te
48,Tory Humphrey (FA),10,0,155,15.5,37,0,0,0,0,0,0,6,15.5,2.6,0.0%,2008,te
49,Gijon Robinson (FA),17,0,151,8.9,23,0,0,0,0,0,0,8,15.1,1.9,0.0%,2008,te
50,Matt Spaeth (FA),17,1,136,8.0,13,0,0,0,0,0,0,16,13.6,0.9,0.0%,2008,te
51,Reggie Kelly (FA),20,0,135,6.8,31,0,0,0,0,0,0,9,13.5,1.5,0.0%,2008,te
52,Jermichael Finley (FA),6,0,74,12.3,35,0,1,0,0,0,0,14,13.4,1.0,0.0%,2008,te
53,Chris Baker (FA),15,5,125,8.3,19,0,0,0,0,0,0,10,12.5,1.3,0.0%,2008,te
54,John Owens (FA),8,0,56,7.0,19,0,1,0,0,0,0,7,11.6,1.7,0.0%,2008,te
55,Joe Klopfenstein (FA),10,1,115,11.5,29,0,0,0,0,0,0,8,11.5,1.4,0.0%,2008,te
56,Greg Estandia (FA),10,0,113,11.3,23,0,0,0,0,0,0,8,11.3,1.4,0.0%,2008,te
57,Ben Utecht (FA),12,0,103,8.6,14,0,0,0,0,0,0,6,10.3,1.7,0.0%,2008,te
58,John Gilmore (FA),11,5,94,8.5,16,0,0,0,0,0,0,7,9.4,1.3,0.0%,2008,te
59,Madison Hedgecock (FA),5,0,34,6.8,13,0,1,1,0,0,0,5,9.4,1.9,0.0%,2008,te
60,Tom Santi (FA),4,0,27,6.8,9,0,1,0,0,0,0,1,8.7,8.7,0.0%,2008,te
61,Daniel Fells (FA),7,1,81,11.6,26,0,0,0,0,0,0,12,8.1,0.7,0.0%,2008,te
62,Tony Stewart (FA),11,2,81,7.4,17,0,0,0,0,0,0,9,8.1,0.9,0.0%,2008,te
63,Joel Dreessen (FA),11,5,77,7.0,13,0,0,0,0,0,0,16,7.7,0.5,0.0%,2008,te
64,Daniel Wilcox (FA),4,3,15,3.8,8,0,1,0,0,0,0,7,7.5,1.1,0.0%,2008,te
65,Nate Jackson (FA),7,0,72,10.3,19,0,0,0,0,0,0,4,7.2,1.8,0.0%,2008,te
66,Casey Fitzsimmons (FA),7,0,48,6.9,14,0,0,0,0,0,0,7,6.8,1.0,0.0%,2008,te
67,Jimmy Kleinsasser (FA),4,0,65,16.3,34,0,0,0,0,0,0,7,6.5,0.9,0.0%,2008,te
68,Casey Cramer (FA),2,0,3,1.5,2,0,1,0,0,0,0,4,6.3,1.6,0.0%,2008,te
69,Richard Angulo (FA),7,1,62,8.9,17,0,0,0,0,0,0,7,6.2,0.9,0.0%,2008,te
70,Leonard Pope (FA),7,2,57,8.1,25,0,0,0,0,0,0,5,5.7,1.1,0.0%,2008,te
71,David Thomas (FA),5,1,51,10.2,16,0,0,0,0,0,0,4,5.1,1.3,0.0%,2008,te
72,Todd Yoder (FA),6,1,46,7.7,14,0,0,0,0,0,0,7,4.6,0.7,0.0%,2008,te
73,Ben Patrick (FA),5,4,44,8.8,17,0,0,0,0,0,0,3,4.4,1.5,0.0%,2008,te
74,Jerame Tuman (FA),3,3,41,13.7,18,0,0,0,0,0,0,1,4.1,4.1,0.0%,2008,te
75,Anthony Becht (FA),6,0,39,6.5,11,0,0,0,0,0,0,7,3.9,0.6,0.0%,2008,te
76,George Wrighster (FA),2,0,35,17.5,27,0,0,0,0,0,0,2,3.5,1.8,0.0%,2008,te
77,Billy Bajema (FA),2,0,34,17.0,29,0,0,0,0,0,0,16,3.4,0.2,0.0%,2008,te
78,Will Heller (FA),4,0,29,7.3,14,0,0,0,0,0,0,12,2.9,0.2,0.0%,2008,te
79,Jason Rader (FA),1,0,26,26.0,26,0,0,0,0,0,0,2,2.6,1.3,0.0%,2008,te
80,Ben Hartsock (FA),3,0,26,8.7,17,0,0,0,0,0,0,11,2.6,0.2,0.0%,2008,te
81,Michael Matthews (FA),2,0,26,13.0,13,0,0,0,0,0,0,4,2.6,0.7,0.0%,2008,te
82,Fred Davis (FA),3,0,27,9.0,15,0,0,1,-3,0,0,11,2.4,0.2,0.0%,2008,te
83,Isaiah Stanback (FA),2,0,24,12.0,15,0,0,0,0,0,0,8,2.4,0.3,0.0%,2008,te
84,Sean McHugh (FA),3,0,24,8.0,15,0,0,0,0,0,0,3,2.4,0.8,0.0%,2008,te
85,Jeff Dugan (FA),2,0,12,6.0,9,0,0,4,7,0,0,4,1.9,0.5,0.0%,2008,te
86,Daniel Coats (FA),2,0,19,9.5,11,0,0,0,0,0,0,5,1.9,0.4,0.0%,2008,te
87,Martin Rucker (FA),2,2,17,8.5,9,0,0,0,0,0,0,3,1.7,0.6,0.0%,2008,te
88,Tony Curtis (FA),3,0,15,5.0,8,0,0,0,0,0,0,3,1.5,0.5,0.0%,2008,te
89,Sean Ryan (FA),3,1,15,5.0,8,0,0,0,0,0,0,3,1.5,0.5,0.0%,2008,te
90,Stephen Spach (FA),2,0,15,7.5,8,0,0,0,0,0,0,3,1.5,0.5,0.0%,2008,te
91,Jacob Tamme (FA),3,0,12,4.0,6,0,0,0,0,0,0,12,1.2,0.1,0.0%,2008,te
92,Nate Lawrie (FA),2,0,11,5.5,7,0,0,0,0,0,0,2,1.1,0.6,0.0%,2008,te
93,Matt Schobel (FA),2,0,10,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.0%,2008,te
94,Ernest Wilford (FA),2,0,10,5.0,8,0,0,0,0,0,0,2,1.0,0.5,0.0%,2008,te
95,Craig Stevens (FA),1,0,9,9.0,9,0,0,0,0,0,0,16,0.9,0.1,0.0%,2008,te
96,Maurice Stovall (FA),1,0,9,9.0,9,0,0,0,0,0,0,2,0.9,0.5,0.0%,2008,te
97,Garrett Mills (FA),1,0,6,6.0,6,0,0,0,0,0,0,2,0.6,0.3,0.0%,2008,te
98,Buck Ortega (FA),1,1,3,3.0,3,0,0,0,0,0,0,5,0.3,0.1,0.0%,2008,te
99,Bubba Franks (FA),0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2008,te
100,Brad Cieslak (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2008,te
101,Jeb Putzier (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2008,te
102,Mike Leach (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2008,te
103,Kris Wilson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2008,te
104,Brad St. Louis (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2008,te
105,Brian Jennings (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2008,te
106,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2008,te
107,Gary Barnidge (FA),0,0,0,0.0,0,0,0,0,0,0,0,15,0.0,0.0,0.1%,2008,te
108,Kellen Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%,2008,te
1,Vernon Davis (FA),78,129,965,12.4,73,0,13,0,0,0,0,16,174.5,10.9,1.6%,2009,te
2,Dallas Clark (FA),100,133,1106,11.1,80,0,10,2,11,0,0,16,171.7,10.7,0.0%,2009,te
3,Antonio Gates (FA),79,114,1157,14.6,56,0,8,0,0,0,0,16,163.7,10.2,0.2%,2009,te
4,Brent Celek (FA),76,112,971,12.8,47,0,8,0,0,0,0,16,145.1,9.1,0.0%,2009,te
5,Tony Gonzalez (FA),83,135,867,10.4,27,0,6,0,0,0,0,16,122.7,7.7,0.0%,2009,te
6,Visanthe Shiancoe (FA),56,79,566,10.1,27,0,11,0,0,0,0,16,122.6,7.7,0.0%,2009,te
7,Kellen Winslow (FA),77,126,884,11.5,42,0,5,1,7,0,0,16,119.1,7.4,0.0%,2009,te
8,Jason Witten (FA),94,124,1030,11.0,69,0,2,0,0,0,0,16,115.0,7.2,0.0%,2009,te
9,Heath Miller (FA),76,98,789,10.4,41,0,6,0,0,0,0,16,114.9,7.2,0.0%,2009,te
10,Greg Olsen (FA),60,108,612,10.2,41,0,8,0,0,0,0,16,109.2,6.8,7.0%,2009,te
11,John Carlson (FA),51,83,574,11.3,42,0,7,0,0,0,0,16,99.4,6.2,0.0%,2009,te
12,Zach Miller (FA),66,99,805,12.2,86,0,3,0,0,0,0,15,98.5,6.6,0.0%,2009,te
13,Jermichael Finley (FA),55,72,676,12.3,62,0,5,0,0,0,1,13,95.6,7.4,0.0%,2009,te
14,Todd Heap (FA),53,75,593,11.2,31,0,6,1,2,0,0,16,95.5,6.0,0.0%,2009,te
15,Kevin Boss (FA),42,69,567,13.5,35,0,5,1,16,0,0,15,88.3,5.9,0.0%,2009,te
16,Fred Davis (FA),48,76,509,10.6,29,0,6,0,0,0,0,16,86.9,5.4,0.0%,2009,te
17,Owen Daniels (FA),40,58,519,13.0,44,0,5,0,0,0,0,8,81.9,10.2,0.0%,2009,te
18,Jeremy Shockey (FA),48,67,569,11.9,66,0,3,0,0,0,0,13,74.9,5.8,0.0%,2009,te
19,Benjamin Watson (FA),29,41,404,13.9,36,0,5,0,0,0,0,16,70.4,4.4,2.8%,2009,te
20,Dustin Keller (FA),45,82,522,11.6,40,0,2,1,7,0,1,16,64.9,4.1,0.0%,2009,te
21,Marcedes Lewis (FA),32,59,518,16.2,47,0,2,0,0,0,0,15,63.8,4.3,0.0%,2009,te
22,Tony Scheffler (FA),31,50,416,13.4,52,0,2,0,0,0,0,15,53.6,3.6,0.0%,2009,te
23,Bobby Wade (FA),36,74,367,10.2,25,0,2,3,11,0,0,12,49.8,4.2,0.0%,2009,te
24,Bo Scaife (FA),45,70,440,9.8,27,0,1,0,0,0,1,13,48.0,3.7,0.0%,2009,te
25,Will Heller (FA),29,50,296,10.2,24,0,3,0,0,0,0,16,47.6,3.0,0.0%,2009,te
26,Brandon Pettigrew (FA),30,54,346,11.5,30,0,2,0,0,0,0,11,46.6,4.2,0.0%,2009,te
27,Chris Cooley (FA),29,45,332,11.4,25,0,2,0,0,0,0,7,45.2,6.5,0.0%,2009,te
28,Daniel Fells (FA),21,35,273,13.0,36,0,3,0,0,0,1,14,43.3,3.1,0.0%,2009,te
29,Dante Rosario (FA),26,48,313,12.0,26,0,2,0,0,0,0,14,43.3,3.1,0.0%,2009,te
30,Maurice Stovall (FA),24,47,366,15.3,38,0,1,0,0,0,0,13,42.6,3.3,0.0%,2009,te
31,Anthony Fasano (FA),31,53,339,10.9,27,0,2,0,0,0,2,14,41.9,3.0,0.1%,2009,te
32,David Thomas (FA),35,48,356,10.2,37,0,1,0,0,0,0,13,41.6,3.2,0.0%,2009,te
33,Randy McMichael (FA),34,62,332,9.8,35,0,1,0,0,0,0,16,39.2,2.5,0.0%,2009,te
34,Jeff King (FA),25,33,200,8.0,32,0,3,0,0,0,0,16,38.0,2.4,0.0%,2009,te
35,Joel Dreessen (FA),26,39,320,12.3,25,0,1,0,0,0,0,16,38.0,2.4,0.0%,2009,te
36,John Paul Foschi (FA),27,37,260,9.6,27,0,2,0,0,0,1,15,36.0,2.4,0.0%,2009,te
37,Daniel Graham (FA),28,43,289,10.3,24,0,1,0,0,0,0,15,34.9,2.3,0.0%,2009,te
38,Zach Miller (FA),21,27,212,10.1,62,0,2,1,3,0,0,14,33.5,2.4,0.0%,2009,te
39,Donald Lee (FA),37,54,260,7.0,19,0,1,0,0,0,0,15,32.0,2.1,0.0%,2009,te
40,Mike Sellers (FA),17,26,176,10.4,47,0,2,0,0,0,1,15,27.6,1.8,0.0%,2009,te
41,Ben Patrick (FA),12,16,146,12.2,28,0,2,0,0,0,0,8,26.6,3.3,0.0%,2009,te
42,Desmond Clark (FA),19,34,145,7.6,26,0,2,0,0,0,0,10,26.5,2.7,0.0%,2009,te
43,Alge Crumpler (FA),27,37,222,8.2,27,0,1,0,0,0,1,14,26.2,1.9,0.0%,2009,te
44,Chris Baker (FA),14,19,142,10.1,36,0,2,0,0,0,0,12,26.2,2.2,0.0%,2009,te
45,Kellen Davis (FA),9,14,75,8.3,18,0,3,0,0,0,0,16,25.5,1.6,0.2%,2009,te
46,Sean Ryan (FA),14,27,135,9.6,43,0,2,0,0,0,0,8,25.5,3.2,0.0%,2009,te
47,Gary Barnidge (FA),12,21,242,20.2,55,0,0,0,0,0,0,16,24.2,1.5,0.1%,2009,te
48,Justin Peelle (FA),12,15,115,9.6,32,0,2,0,0,0,0,11,23.5,2.1,0.0%,2009,te
49,Leonard Pope (FA),20,30,174,8.7,29,0,1,0,0,0,0,12,23.4,2.0,0.0%,2009,te
50,Delanie Walker (FA),21,33,233,11.1,39,0,0,3,34,0,2,16,22.7,1.4,0.1%,2009,te
51,Shawn Nelson (FA),17,29,156,9.2,25,0,1,0,0,0,1,10,19.6,2.0,0.0%,2009,te
52,Robert Royal (FA),11,26,134,12.2,29,0,1,0,0,0,0,10,19.4,1.9,0.0%,2009,te
53,Jerramy Stevens (FA),15,32,130,8.7,17,0,1,0,0,0,0,15,19.0,1.3,0.0%,2009,te
54,Todd Yoder (FA),4,5,9,2.3,3,0,3,0,0,0,0,6,18.9,3.2,0.0%,2009,te
55,Ernest Wilford (FA),11,21,123,11.2,30,0,1,0,0,0,0,12,18.3,1.5,0.0%,2009,te
56,Jeff Dugan (FA),6,6,52,8.7,25,0,2,3,7,0,0,9,17.9,2.0,0.0%,2009,te
57,Martellus Bennett (FA),15,30,159,10.6,21,0,0,0,0,0,0,14,15.9,1.1,23.0%,2009,te
58,Evan Moore (FA),12,23,158,13.2,24,0,0,0,0,0,0,5,15.8,3.2,0.0%,2009,te
59,Daniel Coats (FA),16,31,150,9.4,23,0,0,0,0,0,1,12,13.0,1.1,0.0%,2009,te
60,Michael Gaines (FA),5,9,59,11.8,24,0,1,0,0,0,0,7,11.9,1.7,0.0%,2009,te
61,Steve Heiden (FA),10,17,73,7.3,14,0,1,0,0,0,1,7,11.3,1.6,0.0%,2009,te
62,Casey Fitzsimmons (FA),18,27,128,7.1,12,0,0,0,0,0,1,11,10.8,1.0,0.0%,2009,te
63,Derek Schouman (FA),9,11,103,11.4,27,0,0,0,0,0,0,2,10.3,5.2,0.0%,2009,te
64,Anthony Becht (FA),7,12,61,8.7,16,0,1,0,0,0,1,11,10.1,0.9,0.0%,2009,te
65,Billy Bajema (FA),8,11,94,11.8,27,0,0,0,0,0,0,16,9.4,0.6,0.0%,2009,te
66,Kory Sperry (FA),3,6,31,10.3,13,0,1,0,0,0,0,8,9.1,1.1,0.0%,2009,te
67,Kris Wilson (FA),4,6,28,7.0,21,0,1,0,0,0,0,7,8.8,1.3,0.0%,2009,te
68,Tom Santi (FA),8,11,107,13.4,31,0,0,0,0,0,1,3,8.7,2.9,0.0%,2009,te
69,Matt Spaeth (FA),5,7,25,5.0,9,0,1,0,0,0,0,16,8.5,0.5,0.0%,2009,te
70,Madison Hedgecock (FA),4,9,23,5.8,9,0,1,0,0,0,0,9,8.3,0.9,0.0%,2009,te
71,Tony Stewart (FA),10,15,78,7.8,19,0,0,0,0,0,0,14,7.8,0.6,0.0%,2009,te
72,Jared Cook (FA),9,15,74,8.2,17,0,0,0,0,0,0,14,7.4,0.5,0.0%,2009,te
73,Jimmy Kleinsasser (FA),10,16,70,7.0,21,0,0,0,0,0,0,12,7.0,0.6,0.0%,2009,te
74,James Casey (FA),6,12,64,10.7,32,0,0,0,0,0,0,15,6.4,0.4,0.0%,2009,te
75,Ben Hartsock (FA),1,4,2,2.0,2,0,1,0,0,0,0,16,6.2,0.4,0.0%,2009,te
76,John Phillips (FA),7,9,62,8.9,23,0,0,0,0,0,0,16,6.2,0.4,0.0%,2009,te
77,Gijon Robinson (FA),9,15,62,6.9,19,0,0,0,0,0,0,10,6.2,0.6,0.0%,2009,te
78,Travis Beckum (FA),8,10,55,6.9,15,0,0,0,0,0,0,8,5.5,0.7,0.0%,2009,te
79,Greg Estandia (FA),4,13,45,11.3,18,0,0,0,0,0,0,6,4.5,0.8,0.0%,2009,te
80,Jonathan Stupar (FA),6,11,40,6.7,17,0,0,0,0,0,0,9,4.0,0.4,0.0%,2009,te
81,Stephen Spach (FA),4,10,38,9.5,22,0,0,0,0,0,0,6,3.8,0.6,0.0%,2009,te
82,Jacob Tamme (FA),3,10,35,11.7,21,0,0,0,0,0,0,16,3.5,0.2,0.0%,2009,te
83,Darcy Johnson (FA),5,7,32,6.4,14,0,0,0,0,0,0,5,3.2,0.6,0.0%,2009,te
84,L.J. Smith (FA),2,3,31,15.5,26,0,0,0,0,0,0,4,3.1,0.8,0.0%,2009,te
85,Jake Nordin (FA),2,3,26,13.0,14,0,0,0,0,0,0,3,2.6,0.9,0.0%,2009,te
86,Alex Smith (FA),3,8,25,8.3,11,0,0,0,0,0,0,16,2.5,0.2,0.0%,2009,te
87,John Gilmore (FA),3,7,23,7.7,9,0,0,0,0,0,0,7,2.3,0.3,0.0%,2009,te
88,Isaiah Stanback (FA),3,7,22,7.3,9,0,0,0,0,0,0,6,2.2,0.4,0.0%,2009,te
89,Brandon Myers (FA),4,6,19,4.8,6,0,0,0,0,0,0,11,1.9,0.2,0.0%,2009,te
90,John Owens (FA),3,6,16,5.3,8,0,0,0,0,0,0,6,1.6,0.3,0.0%,2009,te
91,Brandon Manumaleuna (FA),5,7,13,2.6,11,0,0,0,0,0,0,7,1.3,0.2,0.0%,2009,te
92,Joe Klopfenstein (FA),1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%,2009,te
93,Bear Pascoe (FA),1,1,9,9.0,9,0,0,0,0,0,0,4,0.9,0.2,0.0%,2009,te
94,David Johnson (FA),2,4,9,4.5,5,0,0,0,0,0,0,15,0.9,0.1,0.0%,2009,te
95,Anthony Hill (FA),1,2,9,9.0,9,0,0,0,0,0,0,2,0.9,0.5,0.0%,2009,te
96,Jake O'Connell (FA),2,10,7,3.5,4,0,0,0,0,0,0,4,0.7,0.2,0.0%,2009,te
97,Tory Humphrey (FA),1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%,2009,te
98,Dan Gronkowski (FA),1,3,4,4.0,4,0,0,0,0,0,0,2,0.4,0.2,0.0%,2009,te
99,Zach Potter (FA),1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0%,2009,te
100,Cameron Morrah (FA),1,1,3,3.0,3,0,0,0,0,0,0,3,0.3,0.1,0.0%,2009,te
101,Matthew Mulligan (FA),1,1,2,2.0,2,0,0,0,0,0,0,5,0.2,0.0,0.0%,2009,te
102,Colin Cloherty (FA),1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0%,2009,te
103,Michael Matthews (FA),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2009,te
104,Brad St. Louis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2009,te
105,Brian Jennings (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2009,te
106,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%,2009,te
107,Craig Stevens (FA),0,1,0,0.0,0,0,0,0,0,0,0,12,0.0,0.0,0.0%,2009,te
108,Mike Leach (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2009,te
109,Richard Quinn (FA),0,1,0,0.0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%,2009,te
1,Jason Witten (FA),94,128,1002,10.7,33,0,9,0,0,0,1,16,154.2,9.6,0.0%,2010,te
2,Antonio Gates (FA),50,65,782,15.6,48,0,10,0,0,0,0,10,138.2,13.8,0.2%,2010,te
3,Vernon Davis (FA),56,93,914,16.3,66,0,7,0,0,0,0,16,135.4,8.5,1.6%,2010,te
4,Marcedes Lewis (FA),58,89,700,12.1,42,0,10,0,0,0,2,16,126.0,7.9,0.0%,2010,te
5,Rob Gronkowski (FA),42,59,546,13.0,28,0,10,0,0,0,1,16,112.6,7.0,1.1%,2010,te
6,Kellen Winslow (FA),66,98,730,11.1,41,0,5,0,0,0,0,16,103.0,6.4,0.0%,2010,te
7,Chris Cooley (FA),77,126,849,11.0,35,0,3,0,0,0,1,16,102.9,6.4,0.0%,2010,te
8,Tony Gonzalez (FA),70,108,656,9.4,34,0,6,0,0,0,0,16,101.6,6.4,0.0%,2010,te
9,Tim Tebow (FA),0,0,0,0.0,0,0,0,43,227,6,0,9,98.8,11.0,0.5%,2010,te
10,Dustin Keller (FA),55,100,687,12.5,41,0,5,0,0,0,0,16,98.7,6.2,0.0%,2010,te
11,Zach Miller (FA),60,92,685,11.4,43,0,5,0,0,0,0,15,98.5,6.6,0.0%,2010,te
12,Aaron Hernandez (FA),45,64,563,12.5,46,0,6,3,47,0,0,14,97.0,6.9,0.0%,2010,te
13,Brandon Pettigrew (FA),71,111,722,10.2,35,0,4,0,0,0,0,16,96.2,6.0,0.0%,2010,te
14,Benjamin Watson (FA),68,102,763,11.2,44,0,3,1,-1,0,0,16,94.2,5.9,2.8%,2010,te
15,Todd Heap (FA),40,64,599,15.0,65,0,5,0,0,0,0,13,89.9,6.9,0.0%,2010,te
16,Jacob Tamme (FA),67,93,631,9.4,30,0,4,0,0,0,0,16,87.1,5.4,0.0%,2010,te
17,Kevin Boss (FA),35,70,531,15.2,54,0,5,0,0,0,1,15,81.1,5.4,0.0%,2010,te
18,Anthony Fasano (FA),39,60,528,13.5,31,0,4,0,0,0,0,15,76.8,5.1,0.1%,2010,te
19,Brent Celek (FA),42,79,511,12.2,65,0,4,0,0,0,0,16,75.1,4.7,0.0%,2010,te
20,Joel Dreessen (FA),36,55,518,14.4,43,0,4,0,0,0,1,16,73.8,4.6,0.0%,2010,te
21,Tony Moeaki (FA),47,73,556,11.8,34,0,3,0,0,0,0,15,73.6,4.9,0.0%,2010,te
22,Jermaine Gresham (FA),52,83,471,9.1,27,0,4,0,0,0,1,15,71.1,4.7,0.0%,2010,te
23,Greg Olsen (FA),41,70,404,9.9,39,0,5,0,0,0,1,16,68.4,4.3,7.0%,2010,te
24,Jimmy Graham (FA),31,44,356,11.5,52,0,5,1,3,0,0,15,65.9,4.4,0.0%,2010,te
25,Visanthe Shiancoe (FA),47,79,530,11.3,33,0,2,0,0,0,0,16,65.0,4.1,0.0%,2010,te
26,Heath Miller (FA),42,67,512,12.2,36,0,2,0,0,0,1,14,61.2,4.4,0.0%,2010,te
27,Owen Daniels (FA),38,68,471,12.4,31,0,2,0,0,0,0,11,59.1,5.4,0.0%,2010,te
28,Jeremy Shockey (FA),41,59,408,10.0,31,0,3,0,0,0,0,13,58.8,4.5,0.0%,2010,te
29,Bo Scaife (FA),36,52,318,8.8,30,0,4,0,0,0,1,13,53.8,4.1,0.0%,2010,te
30,Dallas Clark (FA),37,53,347,9.4,50,0,3,0,0,0,0,6,52.7,8.8,0.0%,2010,te
31,Daniel Fells (FA),41,65,391,9.5,36,0,2,0,0,0,0,16,51.1,3.2,0.0%,2010,te
32,Fred Davis (FA),21,31,316,15.0,71,0,3,0,0,0,0,16,49.6,3.1,0.0%,2010,te
33,Jared Cook (FA),29,45,361,12.4,36,0,1,0,0,0,0,16,42.1,2.6,0.0%,2010,te
34,Tony Scheffler (FA),45,72,378,8.4,25,0,1,0,0,0,1,15,41.8,2.8,0.0%,2010,te
35,John Carlson (FA),31,58,318,10.3,37,0,1,0,0,0,0,15,37.8,2.5,0.0%,2010,te
