Rank,Player,RECEIVING REC,RECEIVING TGT,RECEIVING YDS,RECEIVING Y/R,RECEIVING LG,RECEIVING 20+,RECEIVING TD,RUSHING ATT,RUSHING YDS,RUSHING TD,MISC FL,MISC G,MISC FPTS,MISC FPTS/G,MISC ROST,year,position
27,Josh Hill (FA),14,20,176,12.6,37,2,5,0,0,0,0,16,47.6,3.0,0.0%,2014,te
28,Anthony Fasano (FA),25,36,226,9.0,22,2,4,0,0,0,0,15,46.6,3.1,0.1%,2014,te
29,Jace Amaro (FA),38,53,345,9.1,43,4,2,0,0,0,0,14,46.5,3.3,0.2%,2014,te
30,Jordan Reed (FA),50,65,465,9.3,30,4,0,0,0,0,1,11,44.5,4.0,19.0%,2014,te
31,John Carlson (FA),33,55,350,10.6,32,4,1,0,0,0,0,16,43.0,2.7,0.0%,2014,te
32,Jeff Cumberland (FA),23,47,247,10.7,28,4,3,0,0,0,0,16,42.7,2.7,0.0%,2014,te
33,Daniel Fells (FA),16,20,188,11.8,27,3,4,0,0,0,1,16,40.8,2.6,0.0%,2014,te
34,Dion Sims (FA),24,36,284,11.8,38,3,2,0,0,0,0,14,40.4,2.9,0.0%,2014,te
35,Brent Celek (FA),32,51,340,10.6,37,6,1,0,0,0,1,16,38.0,2.4,0.0%,2014,te
36,Vernon Davis (FA),26,50,245,9.4,29,2,2,1,4,0,0,14,36.9,2.6,1.6%,2014,te
37,Kyle Rudolph (FA),24,34,231,9.6,23,2,2,0,0,0,0,9,35.1,3.9,0.0%,2014,te
38,Clay Harbor (FA),26,35,289,11.1,59,5,1,0,0,0,0,13,34.9,2.7,0.0%,2014,te
39,Gavin Escobar (FA),9,13,105,11.7,26,2,4,0,0,0,0,16,34.5,2.2,0.0%,2014,te
40,Richard Rodgers (FA),20,30,225,11.3,43,3,2,0,0,0,0,16,34.5,2.2,0.0%,2014,te
41,Levine Toilolo (FA),31,53,238,7.7,20,1,2,0,0,0,1,16,33.8,2.1,0.0%,2014,te
42,Marcedes Lewis (FA),18,31,206,11.4,63,3,2,0,0,0,0,8,32.6,4.1,0.0%,2014,te
43,Austin Seferian-Jenkins (FA),21,38,221,10.5,30,3,2,0,0,0,1,9,32.1,3.6,0.0%,2014,te
44,Chase Ford (FA),23,35,258,11.2,22,3,1,0,0,0,0,11,31.8,2.9,0.0%,2014,te
45,Eric Ebron (FA),25,47,248,9.9,22,1,1,0,0,0,0,13,30.8,2.4,0.0%,2014,te
46,Cooper Helfet (FA),12,24,185,15.4,36,5,2,0,0,0,0,10,30.5,3.1,0.0%,2014,te
47,Jim Dray (FA),17,27,242,14.2,31,5,1,0,0,0,0,16,30.2,1.9,0.0%,2014,te
48,Bruce Miller (FA),18,25,189,10.5,22,2,2,6,9,0,1,16,29.8,1.9,0.0%,2014,te
49,Rhett Ellison (FA),19,26,208,10.9,40,3,1,0,0,0,0,16,28.8,1.8,0.0%,2014,te
50,Garrett Graham (FA),18,28,197,10.9,26,2,1,0,0,0,0,11,25.7,2.3,0.0%,2014,te
51,Benjamin Watson (FA),20,31,136,6.8,15,0,2,0,0,0,0,16,25.6,1.6,2.8%,2014,te
52,Jack Doyle (FA),18,22,118,6.6,20,1,2,0,0,0,0,16,23.8,1.5,2.0%,2014,te
53,Ladarius Green (FA),19,25,226,11.9,28,5,0,0,0,0,0,14,22.6,1.6,0.0%,2014,te
54,Jacob Tamme (FA),14,28,109,7.8,26,1,2,0,0,0,1,15,20.9,1.4,0.0%,2014,te
55,Tony Moeaki (FA),8,13,134,16.8,63,2,1,0,0,0,0,6,19.4,3.2,0.0%,2014,te
56,Brandon Myers (FA),22,32,190,8.6,26,3,0,0,0,0,0,14,19.0,1.4,0.0%,2014,te
57,Crockett Gillmore (FA),10,15,121,12.1,22,2,1,0,0,0,0,15,18.1,1.2,0.0%,2014,te
58,James Casey (FA),3,3,59,19.7,26,1,2,0,0,0,0,16,17.9,1.1,0.0%,2014,te
59,Ed Dickson (FA),10,17,115,11.5,34,1,1,0,0,0,0,16,17.5,1.1,0.0%,2014,te
60,Gary Barnidge (FA),13,25,156,12.0,28,1,0,0,0,0,0,13,15.6,1.2,0.1%,2014,te
61,Joseph Fauria (FA),6,12,74,12.3,26,2,1,0,0,0,0,7,15.4,2.2,0.0%,2014,te
62,Ryan Griffin (FA),10,16,91,9.1,25,1,1,0,0,0,0,16,15.1,0.9,0.0%,2014,te
63,Virgil Green (FA),6,6,74,12.3,38,1,1,2,3,0,0,13,13.7,1.1,0.0%,2014,te
64,Cory Harkey (FA),8,11,55,6.9,21,1,1,0,0,0,0,16,13.5,0.8,0.2%,2014,te
65,MarQueis Gray (FA),9,11,134,14.9,41,2,0,0,0,0,0,13,13.4,1.0,0.0%,2014,te
66,Rob Housler (FA),9,17,129,14.3,27,3,0,1,1,0,0,15,13.0,0.9,0.0%,2014,te
67,Matt Spaeth (FA),3,4,46,15.3,33,1,1,0,0,0,0,15,12.6,0.8,0.0%,2014,te
68,Dennis Pitta (FA),16,21,125,7.8,24,2,0,0,0,0,0,3,12.5,4.2,0.0%,2014,te
69,Chase Coffman (FA),6,14,64,10.7,18,0,1,0,0,0,0,13,12.4,1.0,0.0%,2014,te
70,Logan Paulsen (FA),13,16,78,6.0,16,0,1,0,0,0,1,16,11.8,0.7,0.0%,2014,te
71,Dante Rosario (FA),16,22,116,7.3,22,1,0,0,0,0,1,16,11.6,0.7,0.0%,2014,te
72,Adrien Robinson (FA),5,7,50,10.0,29,1,1,0,0,0,0,16,11.0,0.7,0.0%,2014,te
73,Chris Gragg (FA),7,10,48,6.9,14,0,1,0,0,0,0,10,10.8,1.1,0.0%,2014,te
74,Derek Carrier (FA),9,14,105,11.7,23,2,0,1,2,0,0,11,10.7,1.0,0.0%,2014,te
75,Lee Smith (FA),7,8,42,6.0,18,0,1,0,0,0,0,14,10.2,0.7,0.0%,2014,te
76,Brian Leonhardt (FA),6,8,35,5.8,12,0,1,0,0,0,0,12,9.5,0.8,0.0%,2014,te
77,C.J. Fiedorowicz (FA),4,7,28,7.0,9,0,1,0,0,0,0,15,8.8,0.6,0.0%,2014,te
78,Zach Sudfeld (FA),5,7,85,17.0,38,2,0,0,0,0,0,16,8.5,0.5,0.0%,2014,te
79,Nic Jacobs (FA),2,3,16,8.0,14,0,1,0,0,0,0,13,7.6,0.6,0.0%,2014,te
80,Zach Miller (FA),6,7,76,12.7,24,2,0,0,0,0,0,3,7.6,2.5,0.0%,2014,te
81,Logan Thomas (WAS),0,0,0,0.0,0,0,0,0,0,0,0,2,7.2,3.6,2.9%,2014,te
82,Darren Fells (FA),5,11,71,14.2,24,1,0,0,0,0,0,10,7.1,0.7,0.0%,2014,te
83,Brandon Pettigrew (FA),10,15,70,7.0,13,0,0,0,0,0,0,14,7.0,0.5,0.0%,2014,te
84,Brandon Bostick (FA),2,4,3,1.5,2,0,1,0,0,0,0,13,6.3,0.5,0.2%,2014,te
85,Bear Pascoe (FA),2,2,3,1.5,2,0,1,0,0,0,0,16,6.3,0.4,0.0%,2014,te
86,Michael Palmer (FA),1,2,1,1.0,1,0,1,0,0,0,0,15,6.1,0.4,0.0%,2014,te
87,John Phillips (FA),1,1,1,1.0,1,0,1,0,0,0,0,16,6.1,0.4,0.0%,2014,te
88,Garrett Celek (FA),2,2,53,26.5,31,2,0,0,0,0,0,3,5.3,1.8,0.0%,2014,te
89,James Hanna (FA),4,6,48,12.0,27,1,0,0,0,0,0,16,4.8,0.3,0.0%,2014,te
90,Michael Hoomanawanui (FA),3,6,44,14.7,23,1,0,0,0,0,0,16,4.4,0.3,0.1%,2014,te
91,Brandon Williams (FA),4,8,44,11.0,16,0,0,0,0,0,0,14,4.4,0.3,0.0%,2014,te
92,Luke Stocker (FA),7,11,41,5.9,11,0,0,0,0,0,0,13,4.1,0.3,0.0%,2014,te
93,Troy Niklas (FA),3,3,38,12.7,17,0,0,0,0,0,0,7,3.8,0.5,0.0%,2014,te
94,Tyler Eifert (FA),3,3,37,12.3,20,1,0,0,0,0,0,1,3.7,3.7,0.0%,2014,te
95,Phillip Supernaw (FA),3,3,30,10.0,29,1,0,0,0,0,0,8,3.0,0.4,0.0%,2014,te
96,Craig Stevens (FA),2,2,26,13.0,20,1,0,0,0,0,0,5,2.6,0.5,0.0%,2014,te
97,Taylor Thompson (FA),2,4,24,12.0,13,0,0,0,0,0,0,3,2.4,0.8,0.0%,2014,te
98,Kevin Brock (FA),5,6,21,4.2,10,0,0,0,0,0,0,14,2.1,0.2,0.0%,2014,te
99,Harold Hoskins (FA),3,4,21,7.0,14,0,0,0,0,0,0,11,2.1,0.2,0.0%,2014,te
100,Demetrius Harris (FA),3,5,20,6.7,10,0,0,0,0,0,0,8,2.0,0.3,0.0%,2014,te
101,Cameron Brate (FA),1,1,17,17.0,17,0,0,0,0,0,0,5,1.7,0.3,1.1%,2014,te
102,David Ausberry (FA),2,4,14,7.0,7,0,0,0,0,0,0,6,1.4,0.2,0.0%,2014,te
103,Trey Burton (FA),0,0,0,0.0,0,0,0,5,10,0,0,15,1.0,0.1,0.0%,2014,te
104,Vance McDonald (FA),2,8,30,15.0,21,1,0,0,0,0,1,8,1.0,0.1,0.0%,2014,te
105,Marcel Jensen (FA),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%,2014,te
106,David Johnson (FA),1,1,4,4.0,4,0,0,0,0,0,0,14,0.4,0.0,0.0%,2014,te
107,Alex Smith (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2014,te
108,Keavon Milton (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2014,te
109,Chris Pantale (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2014,te
110,Kelvin Benjamin (FA),73,145,1008,13.8,51,14,9,0,0,0,1,16,0.0,0.0,0.1%,2014,te
111,Jordan Matthews (FA),67,103,872,13.0,44,16,8,0,0,0,0,16,0.0,0.0,0.0%,2014,te
112,Evan Rodriguez (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2014,te
113,Greg Scruggs (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.2%,2014,te
114,Brett Brackett (FA),0,0,0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%,2014,te
115,Dominique Jones (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2014,te
116,Steve Maneri (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2014,te
117,Asante Cleveland (FA),0,1,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2014,te
118,Alex Bayer (FA),0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2014,te
119,Rashaun Allen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2014,te
120,Scott Simonson (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2014,te
121,Kyle Nelson (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2014,te
122,Ryan Hewitt (FA),10,15,86,8.6,19,0,0,1,0,0,0,16,0.0,0.0,0.0%,2014,te
123,Anthony Denham (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2014,te
124,Gerell Robinson (FA),0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2014,te
125,Blake Annen (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2014,te
126,Jordan Thompson (FA),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2014,te
127,Justin Perillo (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2014,te
128,Kellen Davis (FA),0,3,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.2%,2014,te
129,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2014,te
130,Richard Gordon (FA),0,1,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2014,te
131,Mickey Shuler (FA),0,3,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2014,te
132,Ryan Taylor (FA),0,0,0,0.0,0,0,0,0,0,0,0,13,0.0,0.0,0.0%,2014,te
133,Weslye Saunders (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2014,te
134,Richie Brockel (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2014,te
135,Matthew Mulligan (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2014,te
136,Mike Leach (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2014,te
137,Zach Miller (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2014,te
138,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%,2014,te
139,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2014,te
140,Kevin McDermott (FA),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2014,te
141,Andrew DePaola (MIN),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2014,te
1,Rob Gronkowski (FA),72,120,1176,16.3,76,22,11,0,0,0,0,15,183.6,12.2,1.1%,2015,te
2,Gary Barnidge (FA),79,125,1043,13.2,40,16,9,0,0,0,0,16,158.3,9.9,0.1%,2015,te
3,Jordan Reed (FA),87,114,952,10.9,32,14,11,0,0,0,2,14,157.2,11.2,19.0%,2015,te
4,Delanie Walker (FA),94,133,1088,11.6,61,13,6,1,36,0,0,15,150.4,10.0,0.1%,2015,te
5,Greg Olsen (FA),77,124,1104,14.3,52,20,7,0,0,0,1,16,150.4,9.4,7.0%,2015,te
6,Tyler Eifert (FA),52,74,615,11.8,31,8,13,0,0,0,0,13,139.5,10.7,0.0%,2015,te
7,Travis Kelce (KC),72,103,875,12.2,42,10,5,0,0,0,2,16,117.5,7.3,100.0%,2015,te
8,Benjamin Watson (FA),74,110,825,11.1,46,13,6,0,0,0,1,16,116.5,7.3,2.8%,2015,te
9,Richard Rodgers (FA),58,85,510,8.8,61,6,8,1,11,0,0,16,102.1,6.4,0.0%,2015,te
10,Zach Ertz (ARI),75,112,853,11.4,60,11,2,0,0,0,1,15,95.3,6.4,36.2%,2015,te
11,Antonio Gates (FA),56,85,630,11.3,40,5,5,0,0,0,0,11,93.0,8.5,0.2%,2015,te
12,Jason Witten (FA),77,104,713,9.3,35,4,3,0,0,0,1,16,87.3,5.5,0.0%,2015,te
13,Eric Ebron (FA),47,70,537,11.4,55,5,5,0,0,0,0,14,83.7,6.0,0.0%,2015,te
14,Kyle Rudolph (FA),49,73,495,10.1,47,4,5,0,0,0,0,16,79.5,5.0,0.0%,2015,te
15,Julius Thomas (FA),46,80,455,9.9,34,5,5,0,0,0,0,12,75.5,6.3,0.0%,2015,te
16,Zach Miller (FA),34,46,439,12.9,87,7,5,0,0,0,0,15,73.9,4.9,0.0%,2015,te
17,Jimmy Graham (FA),48,74,605,12.6,45,11,2,0,0,0,0,11,72.5,6.6,0.0%,2015,te
18,Jacob Tamme (FA),59,81,657,11.1,41,7,1,0,0,0,0,15,71.7,4.8,0.0%,2015,te
19,Ladarius Green (FA),37,63,429,11.6,31,5,4,0,0,0,0,13,70.9,5.5,0.0%,2015,te
20,Charles Clay (FA),51,77,528,10.4,40,9,3,0,0,0,0,13,70.8,5.4,0.0%,2015,te
21,Owen Daniels (FA),46,77,517,11.2,37,6,3,0,0,0,0,16,69.7,4.4,0.0%,2015,te
22,Coby Fleener (FA),54,84,491,9.1,57,4,3,0,0,0,0,16,69.1,4.3,0.0%,2015,te
23,Heath Miller (FA),60,81,535,8.9,27,5,2,1,2,0,0,15,67.7,4.5,0.0%,2015,te
24,Crockett Gillmore (FA),33,47,412,12.5,46,5,4,0,0,0,0,10,65.2,6.5,0.0%,2015,te
25,Will Tye (FA),42,62,464,11.0,45,5,3,0,0,0,1,13,62.4,4.8,0.0%,2015,te
26,Martellus Bennett (FA),53,80,439,8.3,24,5,3,0,0,0,0,11,61.9,5.6,23.0%,2015,te
27,Brent Celek (FA),27,35,398,14.7,60,6,3,0,0,0,0,16,57.8,3.6,0.0%,2015,te
28,Austin Seferian-Jenkins (FA),21,39,338,16.1,43,7,4,0,0,0,0,7,57.8,8.3,0.0%,2015,te
29,Jordan Cameron (FA),35,70,386,11.0,29,4,3,0,0,0,0,16,56.6,3.5,0.1%,2015,te
30,Clive Walford (FA),28,50,329,11.8,33,5,3,0,0,0,0,16,50.9,3.2,0.0%,2015,te
31,Vance McDonald (FA),30,46,326,10.9,36,5,3,0,0,0,0,14,50.6,3.6,0.0%,2015,te
32,Scott Chandler (FA),23,42,259,11.3,30,4,4,0,0,0,0,15,49.9,3.3,0.0%,2015,te
33,Darren Fells (FA),21,28,311,14.8,48,4,3,0,0,0,0,14,49.1,3.5,0.0%,2015,te
34,Jared Cook (FA),39,75,481,12.3,49,7,0,0,0,0,1,16,48.1,3.0,0.0%,2015,te
35,Cameron Brate (FA),23,30,288,12.5,46,5,3,0,0,0,0,14,46.8,3.3,1.1%,2015,te
36,Anthony Fasano (FA),26,42,289,11.1,33,3,2,0,0,0,0,16,40.9,2.6,0.1%,2015,te
37,Vernon Davis (FA),38,58,395,10.4,43,4,0,0,0,0,0,15,39.5,2.6,1.6%,2015,te
38,Ryan Griffin (FA),20,34,251,12.6,37,4,2,0,0,0,0,9,37.1,4.1,0.0%,2015,te
39,Garrett Celek (FA),19,28,186,9.8,33,2,3,0,0,0,0,11,36.6,3.3,0.0%,2015,te
40,Lance Kendricks (FA),25,40,245,9.8,37,3,2,0,0,0,0,15,36.5,2.4,0.0%,2015,te
41,Larry Donnell (FA),29,41,223,7.7,22,2,2,0,0,0,0,8,34.3,4.3,0.0%,2015,te
42,Mychal Rivera (FA),32,46,280,8.8,29,2,1,0,0,0,0,16,34.0,2.1,0.2%,2015,te
43,Maxx Williams (FA),32,48,268,8.4,28,2,1,0,0,0,0,14,32.8,2.3,0.0%,2015,te
44,Jermaine Gresham (FA),18,32,223,12.4,22,3,1,0,0,0,0,15,28.3,1.9,0.0%,2015,te
45,Luke Willson (FA),17,26,213,12.5,24,3,1,0,0,0,0,14,27.3,2.0,0.0%,2015,te
46,Craig Stevens (FA),12,16,121,10.1,27,3,2,0,0,0,0,16,24.1,1.5,0.0%,2015,te
47,Ed Dickson (FA),17,26,121,7.1,17,0,2,0,0,0,0,16,24.1,1.5,0.0%,2015,te
48,Josh Hill (FA),16,30,120,7.5,19,0,2,0,0,0,0,16,24.0,1.5,0.0%,2015,te
49,Michael Hoomanawanui (FA),11,16,76,6.9,19,0,3,1,0,0,1,14,23.6,1.7,0.1%,2015,te
50,Virgil Green (FA),12,15,173,14.4,32,3,1,0,0,0,0,16,23.3,1.5,0.0%,2015,te
51,Clay Harbor (FA),14,20,149,10.6,26,2,1,0,0,0,0,15,22.9,1.5,0.0%,2015,te
52,Marcedes Lewis (FA),16,37,226,14.1,45,4,0,0,0,0,0,16,22.6,1.4,0.0%,2015,te
53,Bruce Miller (FA),10,14,135,13.5,52,2,0,6,14,1,0,16,20.9,1.3,0.0%,2015,te
54,C.J. Fiedorowicz (FA),17,24,167,9.8,25,1,1,0,0,0,1,16,20.7,1.3,0.0%,2015,te
55,Derek Carrier (FA),17,22,141,8.3,20,2,1,0,0,0,0,12,20.1,1.7,0.0%,2015,te
56,Tim Wright (FA),9,16,77,8.6,26,1,2,0,0,0,0,9,19.7,2.2,0.0%,2015,te
57,Tyler Kroft (MIA),11,15,129,11.7,22,2,1,0,0,0,0,16,18.9,1.2,0.0%,2015,te
58,Blake Bell (KC),15,25,186,12.4,48,3,0,0,0,0,0,14,18.6,1.3,0.1%,2015,te
59,Rhett Ellison (FA),11,19,124,11.3,41,2,1,0,0,0,0,15,18.4,1.2,0.0%,2015,te
60,Nick Boyle (FA),18,23,153,8.5,25,1,0,0,0,0,0,11,17.3,1.6,0.0%,2015,te
61,Dwayne Allen (FA),16,29,109,6.8,21,1,1,1,1,0,0,13,17.0,1.3,0.0%,2015,te
62,Jake Stoneburner (FA),5,5,47,9.4,13,0,2,0,0,0,0,11,16.7,1.5,0.0%,2015,te
63,Dion Sims (FA),18,25,127,7.1,22,1,1,0,0,0,1,13,16.7,1.3,0.0%,2015,te
64,Justin Perillo (FA),11,13,102,9.3,24,2,1,0,0,0,0,9,16.2,1.8,0.0%,2015,te
65,Troy Niklas (FA),4,4,33,8.3,13,0,2,0,0,0,0,16,15.3,1.0,0.0%,2015,te
66,Chris Gragg (FA),12,20,150,12.5,29,1,0,0,0,0,0,13,15.0,1.2,0.0%,2015,te
67,Jesse James (NO),8,11,56,7.0,20,1,1,0,0,0,0,8,13.6,1.7,0.0%,2015,te
68,Demetrius Harris (FA),7,11,74,10.6,25,1,1,0,0,0,0,16,13.4,0.8,0.0%,2015,te
69,Jack Doyle (FA),12,14,72,6.0,19,0,1,0,0,0,0,16,13.2,0.8,2.0%,2015,te
70,Chase Coffman (FA),8,11,71,8.9,16,0,1,0,0,0,0,2,13.1,6.6,0.0%,2015,te
71,Cooper Helfet (FA),13,22,130,10.0,20,1,0,0,0,0,0,14,13.0,0.9,0.0%,2015,te
72,Lee Smith (FA),12,13,70,5.8,17,0,1,0,0,0,0,15,13.0,0.9,0.0%,2015,te
73,John Phillips (FA),10,11,69,6.9,15,0,1,0,0,0,0,16,12.9,0.8,0.0%,2015,te
74,Brandon Pettigrew (FA),7,15,67,9.6,21,1,1,0,0,0,0,8,12.7,1.6,0.0%,2015,te
75,Brandon Myers (FA),12,17,127,10.6,17,0,0,0,0,0,0,11,12.7,1.2,0.0%,2015,te
76,Luke Stocker (FA),9,13,61,6.8,14,0,1,0,0,0,0,14,12.1,0.9,0.0%,2015,te
77,Tony Moeaki (FA),3,5,58,19.3,42,1,1,0,0,0,0,11,11.8,1.1,0.0%,2015,te
78,Gavin Escobar (FA),8,13,64,8.0,22,1,1,0,0,0,1,14,10.4,0.7,0.0%,2015,te
79,Garrett Graham (FA),4,19,30,7.5,9,0,1,0,0,0,0,8,9.0,1.1,0.0%,2015,te
80,MyCole Pruitt (FA),10,16,89,8.9,32,1,0,0,0,0,0,16,8.9,0.6,0.0%,2015,te
81,James O'Shaughnessy (FA),6,9,87,14.5,30,2,0,0,0,0,0,7,8.7,1.2,0.0%,2015,te
82,James Hanna (FA),9,14,79,8.8,17,0,0,0,0,0,0,14,7.9,0.6,0.0%,2015,te
83,Kellen Davis (FA),3,11,18,6.0,9,0,1,0,0,0,0,16,7.8,0.5,0.2%,2015,te
84,Jeff Cumberland (FA),5,14,77,15.4,44,1,0,0,0,0,0,15,7.7,0.5,0.0%,2015,te
85,Levine Toilolo (FA),7,12,44,6.3,11,0,0,0,0,0,0,16,6.4,0.4,0.0%,2015,te
86,Daniel Brown (FA),6,11,64,10.7,31,1,0,0,0,0,0,6,6.4,1.1,0.0%,2015,te
87,Jim Dray (FA),6,16,61,10.2,18,0,0,0,0,0,0,16,6.1,0.4,0.0%,2015,te
88,Daniel Fells (FA),6,7,60,10.0,23,1,0,0,0,0,0,2,6.0,3.0,0.0%,2015,te
89,Jerome Cunningham (FA),8,16,59,7.4,16,0,0,0,0,0,0,9,5.9,0.7,0.0%,2015,te
90,Trey Burton (FA),3,4,54,18.0,43,1,0,0,0,0,0,16,5.4,0.3,0.0%,2015,te
91,Nick O'Leary (FA),1,3,37,37.0,37,1,0,0,0,0,0,4,3.7,0.9,0.0%,2015,te
92,Rob Housler (FA),4,7,33,8.3,12,0,0,0,0,0,0,10,3.3,0.3,0.0%,2015,te
93,Andrew Quarless (FA),4,5,31,7.8,13,0,0,0,0,0,0,5,3.1,0.6,0.0%,2015,te
94,Michael Williams (FA),3,6,26,8.7,15,0,0,0,0,0,0,15,2.6,0.2,0.0%,2015,te
95,Cory Harkey (FA),5,6,26,5.2,12,0,0,0,0,0,0,16,2.6,0.2,0.2%,2015,te
96,Matt LaCosse (FA),3,3,22,7.3,10,0,0,0,0,0,0,2,2.2,1.1,0.0%,2015,te
97,Darren Waller (NYG),2,6,18,9.0,17,0,0,0,0,0,0,6,1.8,0.3,97.9%,2015,te
98,Phillip Supernaw (FA),3,4,32,10.7,16,0,0,0,0,0,1,16,1.2,0.1,0.0%,2015,te
99,Matt Spaeth (FA),2,3,10,5.0,6,0,0,0,0,0,0,13,1.0,0.1,0.0%,2015,te
100,Scott Simonson (FA),1,1,10,10.0,10,0,0,0,0,0,0,9,1.0,0.1,0.0%,2015,te
101,E.J. Bibbs (FA),1,2,7,7.0,7,0,0,0,0,0,0,7,0.7,0.1,0.0%,2015,te
102,Khari Lee (FA),1,3,7,7.0,7,0,0,0,0,0,0,16,0.7,0.0,0.0%,2015,te
103,Brian Parker (FA),1,2,6,6.0,6,0,0,0,0,0,0,9,0.6,0.1,0.0%,2015,te
104,Nic Jacobs (FA),1,3,6,6.0,6,0,0,0,0,0,0,11,0.6,0.1,0.0%,2015,te
105,Brian Leonhardt (FA),1,1,4,4.0,4,0,0,0,0,0,0,4,0.4,0.1,0.0%,2015,te
106,C.J. Uzomah (NYJ),1,1,4,4.0,4,0,0,0,0,0,0,5,0.4,0.1,0.7%,2015,te
107,MarQueis Gray (FA),1,1,2,2.0,2,0,0,0,0,0,0,4,0.2,0.1,0.0%,2015,te
108,Matthew Mulligan (FA),1,1,2,2.0,2,0,0,0,0,0,0,12,0.2,0.0,0.0%,2015,te
109,Asante Cleveland (FA),1,1,1,1.0,1,0,0,0,0,0,0,4,0.1,0.0,0.0%,2015,te
110,Alex Smith (FA),0,2,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2015,te
111,Justice Cunningham (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2015,te
112,Brandon Williams (FA),0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2015,te
113,Jordan Matthews (FA),85,128,997,11.7,78,14,8,0,0,0,1,16,0.0,0.0,0.0%,2015,te
114,Marcel Jensen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2015,te
115,Kyle Miller (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2015,te
116,Greg Scruggs (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2015,te
117,Je'Ron Hamm (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2015,te
118,Kyle Nelson (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2015,te
119,Erik Swoope (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2015,te
120,Ryan Hewitt (FA),8,12,99,12.4,22,2,0,0,0,0,0,15,0.0,0.0,0.0%,2015,te
121,Devin Funchess (FA),31,63,473,15.3,52,5,5,0,0,0,1,16,0.0,0.0,0.0%,2015,te
122,James Casey (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2015,te
123,Bear Pascoe (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2015,te
124,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2015,te
125,Richie Brockel (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2015,te
126,Anthony McCoy (FA),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2015,te
