,team,year,TOTAL FIRST DOWNS,TOTAL FIRST DOWNS Opponent,FIRST DOWNS Rushing,FIRST DOWNS Passing,FIRST DOWNS By Penalty,FIRST DOWNS Rushing Opponent,FIRST DOWNS Passing Opponent,FIRST DOWNS By Penalty Opponent,THIRD DOWN CONVERSIONS,THIRD DOWN CONVERSIONS Opponent,FOURTH DOWN CONVERSIONS,FOURTH DOWN CONVERSIONS Opponent,TOTAL OFFENSIVE YARDS,TOTAL OFFENSIVE YARDS Opponent,OFFENSE Plays,OFFENSE Average Yards,OFFENSE Plays Opponent,OFFENSE Average Yards Opponent,TOTAL RUSHING YARDS,TOTAL RUSHING YARDS Opponent,RUSHING Plays,RUSHING Average Yards,RUSHING Plays Opponent,RUSHING Average Yards Opponent,TOTAL PASSING YARDS,TOTAL PASSING YARDS Opponent,PASSING Comp,PASSING Att,PASSING Int,PASSING Avg,PASSING Comp Opponent,PASSING Att Opponent,PASSING Int Opponent,PASSING Avg Opponent,SACKS,SACKS Opponent,FIELD GOALS,FIELD GOALS Opponent,TOUCHDOWNS,TOUCHDOWNS Opponent,TDs Rushing,TDs Passing,TDs Returns,TDs Defensive,TDs Rushing Opponent,TDs Passing Opponent,TDs Returns Opponent,TDs Defensive Opponent,TURNOVER RATIO,TURNOVER RATIO Opponent
0,azcardinals,2017,310,283,66,200,44,68,187,28,82 / 233,80 / 224,7 / 16,7 / 16,5026,4975,1059,4.8,1007,4.9,1386,1434,409,3.4,406,3.5,3979,3541,339,598,18,6.6,343,564,15,6.3,52,37,32 / 40,26 / 29,28,41,6,21,0,2,12,24,1,4,-4,
0,azcardinals,2018,239,357,76,137,26,139,186,32,58 / 199,78 / 205,6 / 16,8 / 13,3865,5741,902,4.3,1065,5.4,1342,2479,355,3.8,510,4.9,2884,3262,283,495,18,5.8,342,506,7,6.4,52,49,12 / 17,25 / 31,25,50,9,15,0,2,25,21,0,4,-12,
0,azcardinals,2019,314,375,109,176,29,94,243,38,71 / 197,100 / 214,13 / 20,3 / 14,5467,6432,1000,5.5,1080,6,1990,1922,396,5,439,4.4,3797,4510,355,554,12,6.8,421,601,7,7.5,50,40,31 / 35,27 / 32,38,51,18,20,0,0,9,38,1,3,-1,
0,azcardinals,2020,381,363,136,211,34,118,207,38,80 / 202,80 / 202,17 / 25,14 / 21,6153,5631,1083,5.7,1054,5.3,2237,2008,479,4.7,436,4.6,4102,3623,387,575,13,7.1,365,570,11,6.4,29,48,23 / 30,25 / 30,49,42,22,27,0,0,13,26,0,3,0,
0,azcardinals,2021,367,336,127,214,26,109,192,35,100 / 221,79 / 207,17 / 29,14 / 30,6352,5597,1126,5.6,1028,5.4,2076,1952,496,4.2,426,4.6,4619,3645,415,591,11,7.8,367,561,13,6.5,39,41,30 / 37,23 / 28,51,41,23,27,0,2,10,30,0,1,12,
0,azcardinals,2022,326,363,115,189,22,124,218,21,82 / 233,87 / 203,18 / 41,8 / 16,5499,5931,1144,4.8,1075,5.5,1873,2016,434,4.3,446,4.5,3966,3915,433,664,17,6,414,593,11,6.6,46,36,26 / 30,29 / 31,35,52,15,17,0,4,21,29,0,2,-5,
0,atlantafalcons,2017,330,323,101,200,29,97,197,29,88 / 197,75 / 196,4 / 13,13 / 19,5837,5094,984,5.9,994,5.1,1847,1665,430,4.3,402,4.1,4146,3429,343,530,12,7.8,362,553,8,6.2,24,39,34 / 39,28 / 33,34,33,12,21,0,2,9,22,0,2,-2,
0,atlantafalcons,2018,352,375,84,238,30,115,226,34,92 / 203,95 / 195,10 / 19,10 / 13,6226,6152,1010,6.2,1031,6,1573,1999,351,4.5,409,4.9,4949,4153,428,617,7,8,398,585,15,7.1,42,37,25 / 26,22 / 22,48,52,11,36,0,2,16,33,0,3,1,
0,atlantafalcons,2019,383,330,84,258,41,108,192,30,87 / 207,77 / 193,13 / 21,12 / 20,6075,5693,1096,5.5,985,5.8,1361,1775,362,3.8,421,4.2,5049,3918,459,684,15,7.4,351,536,12,7.3,50,28,32 / 40,30 / 34,41,45,10,29,1,1,13,28,0,4,-5,
0,atlantafalcons,2020,366,367,86,243,37,97,239,31,97 / 221,80 / 195,15 / 26,10 / 23,5895,6374,1078,5.5,1034,6.2,1532,1677,409,3.8,380,4.4,4620,4697,408,628,11,7.4,425,625,12,7.5,41,29,38 / 40,24 / 28,41,49,13,27,0,1,15,34,0,0,3,
0,atlantafalcons,2021,306,383,75,196,35,143,214,26,82 / 211,105 / 217,10 / 24,11 / 22,5164,6194,1006,5.1,1114,5.6,1451,2242,393,3.7,519,4.3,3987,3952,377,573,15,7,391,577,12,6.8,40,18,27 / 29,26 / 28,33,54,11,20,0,2,19,31,1,3,-6,
0,atlantafalcons,2022,330,351,152,148,30,136,200,15,82 / 196,101 / 220,9 / 18,7 / 17,5417,6156,1011,5.4,1082,5.7,2718,2214,559,4.9,500,4.4,2927,3942,257,415,9,7,372,561,10,7,37,21,32 / 37,33 / 38,38,41,17,17,1,2,15,26,0,0,-4,
0,baltimoreravens,2017,311,296,111,168,32,87,179,30,76 / 223,82 / 222,10 / 16,6 / 16,4886,5201,1054,4.6,1045,5,1856,1780,460,4,435,4.1,3235,3421,363,567,13,5.7,333,569,22,6,27,41,34 / 37,28 / 33,40,32,14,20,2,5,12,18,0,2,17,
0,baltimoreravens,2018,367,286,153,184,30,82,174,30,104 / 231,72 / 211,13 / 22,10 / 20,5999,4687,1135,5.3,974,4.8,2441,1327,547,4.5,354,3.8,3708,3360,334,556,9,6.7,337,577,12,5.8,32,43,35 / 39,20 / 26,38,33,19,18,1,3,11,21,0,1,-3,
0,baltimoreravens,2019,386,276,188,171,27,74,163,39,88 / 187,72 / 194,17 / 24,6 / 18,6521,4809,1064,6.1,921,5.2,3296,1494,596,5.5,340,4.4,3350,3315,289,440,8,7.6,318,544,13,6.1,28,37,28 / 29,27 / 31,60,28,21,37,0,5,12,15,1,0,10,
0,baltimoreravens,2020,327,347,166,142,19,96,213,38,101 / 207,65 / 191,12 / 19,16 / 35,5810,5276,993,5.8,1017,5.2,3071,1740,555,5.5,382,4.6,2919,3536,257,406,11,7.2,380,596,10,5.9,32,39,26 / 29,16 / 24,52,37,24,27,1,3,12,22,0,3,4,
0,baltimoreravens,2021,394,340,159,209,26,81,232,27,82 / 225,70 / 201,18 / 27,11 / 18,6440,6178,1185,5.4,1033,6,2479,1436,517,4.8,378,3.8,4267,4742,396,611,18,7,397,621,9,7.6,57,34,35 / 37,21 / 28,41,48,18,21,0,1,13,31,1,3,-11,
0,baltimoreravens,2022,337,323,167,149,21,91,206,26,91 / 218,73 / 209,8 / 20,15 / 24,5760,5513,1052,5.5,1047,5.3,2720,1566,526,5.2,406,3.9,3202,3947,300,488,13,6.6,394,593,14,6.7,38,48,37 / 43,31 / 38,34,32,14,19,1,0,11,20,0,1,4,
0,buffalobills,2017,278,348,105,149,24,121,199,28,101 / 241,82 / 214,2 / 15,11 / 20,4842,5682,1010,4.8,1066,5.3,2017,1994,487,4.1,466,4.3,3086,3688,289,476,10,6.5,370,573,18,6.4,47,27,29 / 33,32 / 35,29,38,12,16,0,3,22,14,0,2,9,
0,buffalobills,2018,283,293,108,137,38,111,157,25,68 / 215,74 / 203,7 / 18,6 / 11,4778,4706,1008,4.7,968,4.9,1984,1839,468,4.2,440,4.2,3082,2867,271,499,23,6.2,313,492,16,5.8,41,36,22 / 28,24 / 27,29,44,15,13,0,0,17,22,0,5,-5,
0,buffalobills,2019,314,295,120,162,32,93,169,33,76 / 212,76 / 212,8 / 18,8 / 21,5283,4772,1018,5.2,985,4.8,2054,1649,465,4.4,388,4.2,3476,3123,299,513,12,6.8,348,553,14,5.6,40,44,22 / 28,16 / 26,35,29,13,21,1,0,12,15,1,1,4,
0,buffalobills,2020,397,351,119,240,38,125,199,27,93 / 187,76 / 191,8 / 10,11 / 19,6343,5640,1034,6.1,1025,5.5,1723,1914,411,4.2,414,4.6,4786,3726,410,596,11,8,369,573,15,6.5,27,38,28 / 34,23 / 25,59,44,16,40,1,3,21,23,0,0,4,
0,buffalobills,2021,398,285,134,236,28,108,138,39,103 / 222,66 / 214,11 / 22,16 / 35,6493,4637,1143,5.7,1014,4.6,2209,1866,461,4.8,442,4.2,4450,2771,415,655,16,6.8,297,530,19,5.2,27,42,28 / 32,21 / 23,57,31,20,36,0,1,19,12,0,0,8,
0,buffalobills,2022,367,313,128,212,27,103,181,29,97 / 193,78 / 208,7 / 13,19 / 33,6361,5106,1037,6.1,997,5.1,2232,1673,430,5.2,387,4.3,4291,3433,361,574,14,7.5,362,570,17,6,33,40,27 / 31,21 / 28,53,32,15,35,2,1,10,21,0,1,0,
0,panthers,2017,320,282,121,167,32,69,187,26,93 / 222,78 / 206,5 / 11,7 / 20,5179,5074,1026,5,953,5.3,2102,1409,490,4.3,353,4,3319,3665,293,501,16,6.6,351,550,10,6.7,35,50,29 / 30,29 / 34,39,34,15,22,2,1,7,25,0,2,-1,
0,panthers,2018,356,315,117,212,27,110,185,20,77 / 185,73 / 183,9 / 19,10 / 17,5972,5651,1011,5.9,948,6,2136,1804,416,5.1,384,4.7,4071,3847,378,563,16,7.2,353,529,13,7.3,32,35,19 / 21,20 / 23,45,46,17,28,0,0,13,32,0,1,0,
0,panthers,2019,335,355,82,230,23,128,197,30,66 / 207,77 / 193,12 / 24,6 / 9,5469,5992,1077,5.1,1042,5.8,1819,2296,386,4.7,445,5.2,4134,3696,382,633,21,6.5,347,544,14,6.8,58,53,25 / 32,27 / 35,37,56,20,17,0,1,31,21,3,1,-14,
0,panthers,2020,335,360,110,192,33,114,211,35,76 / 195,98 / 199,15 / 27,6 / 10,5592,5761,993,5.6,1022,5.6,1704,1936,407,4.2,408,4.8,4129,3825,373,550,16,7.5,398,585,7,6.5,36,29,29 / 36,29 / 31,35,46,19,16,0,2,17,28,1,0,1,
0,panthers,2021,322,311,118,174,30,112,170,29,84 / 235,82 / 217,14 / 34,12 / 21,5081,5201,1106,4.6,1028,5.1,1842,1935,455,4,474,4.1,3573,3266,348,599,21,6,337,515,9,6.3,52,39,26 / 29,32 / 37,32,44,17,14,0,0,16,26,0,2,-13,
0,panthers,2022,281,346,119,138,24,125,194,27,64 / 202,95 / 231,12 / 21,8 / 18,5206,5953,976,5.3,1103,5.4,2210,2085,483,4.6,488,4.3,3246,3868,267,457,13,7.1,383,580,10,6.7,36,35,33 / 35,24 / 33,35,44,16,16,0,3,17,25,0,2,-4,
0,chicagobears,2017,267,298,93,144,30,85,180,33,71 / 205,86 / 219,7 / 18,6 / 11,4599,5106,934,4.9,1003,5.1,1788,1730,422,4.2,432,4,3085,3376,291,473,12,6.5,343,529,8,6.4,39,42,16 / 22,29 / 32,30,33,13,13,2,3,10,18,2,3,0,
0,chicagobears,2018,331,278,108,177,46,67,186,25,82 / 200,75 / 219,9 / 15,16 / 28,5502,4795,1013,5.4,1004,4.8,1938,1280,468,4.1,339,3.8,3747,3515,344,512,14,7.3,377,615,27,5.7,33,50,23 / 30,25 / 26,49,29,16,28,0,6,5,22,1,1,12,
0,chicagobears,2019,297,306,85,178,34,86,190,30,77 / 216,76 / 209,7 / 21,13 / 23,4749,5186,1020,4.7,1017,5.1,1458,1632,395,3.7,414,3.9,3573,3554,371,580,12,6.2,362,571,10,6.2,45,32,23 / 28,23 / 30,30,33,8,20,1,1,16,17,0,0,0,
0,chicagobears,2020,335,331,93,218,24,104,190,37,71 / 205,80 / 210,17 / 28,13 / 22,5302,5519,1043,5.1,1020,5.4,1647,1814,393,4.2,438,4.1,3925,3705,402,614,16,6.4,350,547,10,6.8,36,35,30 / 32,29 / 35,39,41,12,26,1,1,11,28,0,2,-4,
0,chicagobears,2021,333,321,119,180,34,116,170,35,75 / 216,81 / 211,15 / 36,12 / 24,5225,5384,1075,4.9,1009,5.3,2018,2127,475,4.2,483,4.4,3635,3257,332,542,20,6.7,314,477,8,6.8,58,49,26 / 30,27 / 30,32,47,14,16,1,1,14,31,0,2,-13,
0,chicagobears,2022,278,361,148,109,21,151,184,26,90 / 220,100 / 204,8 / 25,6 / 15,5233,6390,993,5.3,1043,6.1,3014,2674,558,5.4,542,4.9,2598,3716,223,377,15,6.9,323,481,14,7.7,58,20,25 / 27,21 / 29,37,56,18,19,0,0,31,22,1,2,-2,
0,bengals,2017,267,325,72,165,30,111,173,41,67 / 199,98 / 241,5 / 12,9 / 19,4488,5425,927,4.8,1091,5,1366,2046,377,3.6,489,4.2,3386,3379,304,510,12,6.6,336,561,11,6,40,41,18 / 20,35 / 40,34,35,6,25,0,3,13,20,1,1,-10,
0,bengals,2018,304,372,92,182,30,125,221,26,69 / 187,109 / 223,9 / 17,11 / 17,4972,6618,938,5.3,1084,6.1,1682,2204,359,4.7,466,4.7,3569,4414,331,542,13,6.6,389,584,12,7.6,37,34,19 / 23,33 / 36,43,51,13,27,0,5,17,32,1,1,1,
0,bengals,2019,312,328,85,191,36,124,183,21,80 / 222,89 / 209,13 / 26,5 / 10,5169,6299,1049,4.9,1034,6.1,1517,2382,385,3.9,504,4.7,3994,3917,356,616,16,6.5,308,499,11,7.8,48,31,27 / 31,30 / 34,28,47,9,18,1,0,17,25,0,5,-14,
0,bengals,2020,318,343,92,201,25,126,192,25,77 / 213,91 / 210,19 / 27,10 / 16,5116,6227,1040,4.9,1021,6.1,1668,2368,411,4.1,463,5.1,3793,3859,372,581,11,6.5,340,541,11,7.1,48,17,27 / 34,33 / 38,33,47,13,19,1,0,13,32,0,2,-7,
0,bengals,2021,337,339,96,208,33,107,213,19,82 / 207,92 / 221,13 / 20,7 / 18,6145,5964,1046,5.9,1075,5.6,1742,1742,436,4,407,4.3,4806,4222,384,555,14,8.7,420,626,13,6.7,55,42,29 / 34,23 / 31,53,44,16,36,0,2,15,26,0,3,0,
0,bengals,2022,357,295,96,221,40,102,173,20,95 / 206,84 / 212,3 / 12,9 / 23,5768,5371,1053,5.5,996,5.4,1528,1706,399,3.8,407,4.2,4520,3665,418,610,12,7.4,329,559,13,6.6,44,30,24 / 29,34 / 40,49,32,14,35,0,1,12,17,0,3,6,
0,clevelandbrowns,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,clevelandbrowns,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,clevelandbrowns,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,clevelandbrowns,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,clevelandbrowns,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,clevelandbrowns,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,dallascowboys,2017,314,312,127,162,25,96,181,35,87 / 203,90 / 210,10 / 19,4 / 13,5311,5089,1005,5.3,1000,5.1,2170,1664,480,4.5,403,4.1,3326,3425,309,493,13,6.8,371,559,10,6.1,32,38,22 / 29,19 / 25,42,40,18,22,1,1,7,28,0,5,-2,
0,dallascowboys,2018,322,309,113,184,25,89,193,27,89 / 215,85 / 201,12 / 21,6 / 14,5501,5268,1022,5.4,981,5.4,1963,1513,439,4.5,400,3.8,3885,3755,356,527,8,7.4,367,542,9,6.9,56,39,29 / 36,27 / 30,35,35,13,22,0,1,12,22,0,1,3,
0,dallascowboys,2019,379,327,120,229,30,101,188,38,96 / 204,67 / 201,7 / 16,10 / 22,6904,5232,1069,6.5,1015,5.2,2153,1656,449,4.8,407,4.1,4902,3576,388,597,11,8.2,370,569,7,6.3,23,39,30 / 40,26 / 32,48,35,18,30,0,1,14,21,0,0,-1,
0,dallascowboys,2020,371,359,115,231,25,142,180,37,87 / 215,98 / 209,17 / 31,10 / 21,5949,6183,1113,5.4,1054,5.9,1788,2541,430,4.2,510,5,4511,3642,413,639,13,7.1,328,513,10,7.1,44,31,34 / 41,24 / 27,40,57,14,25,1,2,20,34,0,3,-4,
0,dallascowboys,2021,390,327,111,248,31,99,191,37,99 / 228,76 / 223,14 / 24,16 / 26,6919,5967,1153,6,1082,5.5,2119,1918,473,4.5,429,4.5,4963,4049,444,647,11,7.7,364,612,26,6.6,33,41,29 / 35,29 / 35,63,39,15,40,1,6,13,24,0,2,14,
0,dallascowboys,2022,347,327,129,194,24,119,174,34,105 / 231,87 / 231,10 / 19,12 / 22,6034,5613,1114,5.4,1101,5.1,2298,2198,531,4.3,497,4.4,3911,3415,355,556,18,7,345,550,16,6.2,27,54,29 / 32,34 / 40,52,35,24,28,0,3,9,23,0,3,10,
0,denverbroncos,2017,297,266,92,180,25,68,166,32,94 / 241,66 / 209,7 / 20,7 / 21,5185,4640,1075,4.8,952,4.9,1852,1430,457,4,428,3.3,3668,3210,332,566,22,6.5,294,491,10,6.5,52,33,24 / 32,24 / 27,29,44,8,19,0,4,9,29,2,4,-17,
0,denverbroncos,2018,320,318,107,181,32,85,197,36,69 / 207,82 / 211,15 / 25,6 / 11,5602,5842,1015,5.5,1022,5.7,1907,1913,393,4.8,429,4.5,3930,3929,367,588,15,6.7,353,549,17,7.2,34,44,20 / 25,26 / 31,39,39,18,19,0,2,11,26,1,1,6,
0,denverbroncos,2019,279,305,77,162,40,96,175,34,64 / 202,79 / 211,11 / 16,9 / 19,4777,5392,954,5,1003,5.4,1662,1783,409,4.1,426,4.2,3401,3609,312,504,10,6.8,348,537,10,6.7,41,40,29 / 34,34 / 39,27,31,11,16,0,1,9,19,2,1,0,
0,denverbroncos,2020,308,333,94,176,38,106,201,26,82 / 212,88 / 219,4 / 15,7 / 14,5369,5887,1030,5.2,1043,5.6,1918,2080,442,4.3,434,4.8,3673,3807,317,556,23,6.6,374,567,10,6.7,32,42,28 / 35,39 / 42,35,47,13,21,1,0,22,21,1,3,-16,
0,denverbroncos,2021,331,312,124,179,28,99,192,21,82 / 213,101 / 225,16 / 28,11 / 26,5618,5544,1036,5.4,1039,5.3,2025,1892,455,4.4,441,4.3,3856,3652,354,541,9,7.1,341,562,13,6.5,40,36,26 / 31,24 / 31,37,36,16,20,0,1,9,22,2,3,1,
0,denverbroncos,2022,300,324,105,166,29,109,180,35,67 / 230,75 / 220,12 / 24,9 / 14,5527,5440,1078,5.1,1079,5,1935,1866,444,4.4,438,4.3,4007,3574,345,571,15,7,392,605,15,5.9,63,36,28 / 36,39 / 41,29,35,11,18,0,0,12,20,0,3,-1,
0,detroitlions,2017,296,350,58,210,28,110,205,35,81 / 209,74 / 194,1 / 9,8 / 15,5404,5692,980,5.5,1037,5.5,1221,1800,363,3.4,432,4.2,4470,3892,374,570,11,7.8,366,570,19,6.8,47,35,30 / 35,23 / 29,44,44,10,29,2,5,18,21,0,5,10,
0,detroitlions,2018,325,315,91,201,33,88,191,36,75 / 208,69 / 186,11 / 18,9 / 17,5236,5360,1019,5.1,942,5.7,1660,1761,404,4.1,403,4.4,3844,3599,375,574,12,6.7,323,496,7,7.3,41,43,28 / 32,19 / 28,35,44,11,22,0,2,11,29,1,3,-5,
0,detroitlions,2019,313,365,82,196,35,94,232,39,90 / 220,94 / 214,5 / 13,7 / 15,5549,6406,1021,5.4,1094,5.9,1649,1855,407,4,455,4.1,4187,4551,344,571,15,7.3,381,611,7,7.4,43,28,26 / 31,27 / 34,37,49,7,28,2,1,13,33,1,2,-5,
0,detroitlions,2020,350,415,93,220,37,127,253,35,79 / 192,91 / 193,10 / 20,11 / 18,5586,6733,986,5.7,1073,6.3,1499,2158,367,4.1,487,4.4,4397,4558,374,582,13,7.6,383,557,7,8.2,42,24,21 / 28,16 / 20,45,68,17,27,1,0,27,38,0,3,-9,
0,detroitlions,2021,329,372,104,193,32,135,211,26,74 / 213,92 / 204,21 / 41,9 / 14,5484,6456,1056,5.2,1092,5.9,1886,2296,427,4.4,518,4.4,3884,4160,396,593,14,6.6,359,544,11,7.6,36,30,26 / 30,36 / 41,35,52,12,23,0,0,19,31,0,2,-4,
0,detroitlions,2022,376,377,114,228,34,135,209,33,86 / 211,92 / 204,20 / 37,15 / 27,6460,6670,1092,5.9,1076,6.2,2179,2491,480,4.5,477,5.2,4444,4179,383,588,7,7.6,353,560,12,7.5,24,39,24 / 30,25 / 30,54,51,23,29,1,1,22,26,0,3,7,
0,packers,2017,307,331,99,176,32,95,211,25,83 / 211,89 / 208,15 / 28,8 / 10,4891,5582,999,4.9,1014,5.5,1724,1793,386,4.5,464,3.9,3532,3789,352,562,18,6.3,348,513,11,7.4,51,37,15 / 19,30 / 33,39,42,13,25,0,2,10,30,0,2,-4,
0,packers,2018,332,331,98,208,26,100,199,32,75 / 204,79 / 212,10 / 20,12 / 18,5905,5670,1026,5.8,1017,5.6,1667,1918,333,5,446,4.3,4629,3752,392,640,4,7.2,336,527,7,7.1,53,44,30 / 37,23 / 31,41,47,14,25,0,1,15,30,1,1,0,
0,packers,2019,320,310,90,190,40,99,191,20,73 / 203,75 / 197,7 / 14,8 / 18,5528,5642,1020,5.4,998,5.6,1795,1921,411,4.4,411,4.7,4017,3721,356,573,4,7,326,546,17,6.8,36,41,22 / 24,27 / 32,44,34,18,26,0,0,15,19,0,0,11,
0,packers,2020,358,332,114,216,28,119,184,29,89 / 180,73 / 185,13 / 21,14 / 24,6224,5344,990,6.3,974,5.5,2118,1805,443,4.8,397,4.6,4299,3539,372,526,5,8.2,346,536,11,6.6,21,41,16 / 16,24 / 27,65,42,16,48,0,2,16,23,2,1,7,
0,packers,2021,375,337,109,235,31,120,194,23,88 / 202,87 / 203,13 / 22,15 / 33,6215,5579,1072,5.8,1037,5.4,1900,1855,446,4.3,395,4.7,4526,3724,402,593,7,7.6,379,603,18,6.2,33,39,25 / 34,19 / 22,54,45,13,39,0,2,13,31,1,0,13,
0,packers,2022,334,321,116,186,32,129,163,29,79 / 200,73 / 194,12 / 31,11 / 19,5745,5721,1051,5.5,991,5.8,2113,2372,456,4.6,479,5,3890,3349,364,563,12,6.9,314,478,17,7,32,34,25 / 29,27 / 34,42,41,12,27,1,2,18,22,0,1,2,
0,houstontexans,2017,313,301,86,180,47,88,176,37,76 / 209,71 / 201,5 / 10,5 / 8,5120,5546,1027,5,973,5.7,1842,1747,448,4.1,440,4,3644,3799,299,525,17,6.9,321,501,11,7.6,54,32,20 / 25,33 / 35,38,48,8,28,0,4,14,30,1,3,-12,
0,houstontexans,2018,333,298,94,202,37,76,200,22,77 / 208,91 / 227,8 / 12,12 / 20,5802,5490,1040,5.6,1022,5.4,2021,1323,472,4.3,385,3.4,4165,4167,345,506,9,8.2,385,594,15,7,62,43,37 / 42,23 / 26,41,36,12,26,0,4,8,28,0,0,13,
0,houstontexans,2019,346,346,112,203,31,98,220,28,84 / 193,98 / 202,13 / 25,7 / 16,5792,6213,1017,5.7,1020,6.1,2009,1937,434,4.6,403,4.8,4083,4276,355,534,14,7.6,375,586,12,7.3,49,31,20 / 25,21 / 26,46,46,17,27,0,2,12,33,0,1,0,
0,houstontexans,2020,326,390,83,222,21,145,222,23,83 / 193,96 / 202,9 / 16,11 / 21,6004,6668,940,6.4,1068,6.2,1466,2564,344,4.3,493,5.2,4843,4104,383,546,7,8.9,377,541,3,7.6,50,34,27 / 31,25 / 31,44,55,10,33,0,1,24,30,0,1,-9,
0,houstontexans,2021,266,382,77,162,27,135,218,29,95 / 239,89 / 206,9 / 21,11 / 19,4727,6535,1010,4.7,1101,5.9,1422,2418,420,3.4,523,4.6,3630,4117,354,546,15,6.6,363,546,17,7.5,44,32,21 / 27,28 / 32,31,53,8,21,1,1,25,27,0,1,3,
0,houstontexans,2022,277,372,90,159,28,150,196,26,67 / 221,86 / 221,13 / 26,13 / 21,4820,6452,1015,4.8,1134,5.7,1476,2894,398,3.7,573,5,3642,3558,352,579,19,6.3,336,522,16,6.8,38,39,29 / 31,28 / 32,29,48,7,20,0,1,25,15,1,7,-2,
0,colts,2017,267,324,94,148,25,99,192,33,87 / 228,97 / 217,8 / 17,7 / 14,4553,5873,994,4.6,1026,5.7,1661,1927,451,3.7,488,4,3226,3946,285,487,9,6.6,320,513,13,7.7,56,25,29 / 34,31 / 37,25,44,11,13,0,1,15,23,0,6,5,
0,colts,2018,371,315,96,237,38,87,203,25,104 / 214,82 / 200,7 / 15,7 / 15,6179,5431,1070,5.8,995,5.5,1718,1626,408,4.2,415,3.9,4595,3805,432,644,15,7.1,384,542,15,7,18,38,23 / 27,28 / 33,52,37,13,39,0,0,12,21,0,4,2,
0,colts,2019,340,323,131,165,44,93,207,23,86 / 207,85 / 199,14 / 24,8 / 19,5238,5549,1016,5.2,986,5.6,2130,1567,471,4.5,383,4.1,3314,3982,307,513,10,6.5,394,562,15,7.1,32,41,22 / 31,29 / 31,42,40,17,22,2,1,8,29,0,3,2,
0,colts,2020,364,329,129,201,34,94,203,32,78 / 197,86 / 203,16 / 26,6 / 14,6049,5314,1032,5.9,992,5.4,1996,1448,459,4.4,390,3.7,4186,3866,371,552,11,7.6,369,562,15,6.9,21,40,32 / 37,19 / 23,50,43,20,24,1,4,16,24,1,2,10,
0,colts,2021,354,334,154,167,33,101,213,20,86 / 210,85 / 210,18 / 29,12 / 21,5901,5834,1052,5.6,1050,5.6,2540,1854,499,5.1,420,4.4,3588,3980,324,521,8,6.9,390,597,19,6.7,32,33,29 / 35,22 / 27,51,43,22,27,0,0,10,32,0,1,14,
0,colts,2022,310,344,91,193,26,127,184,33,75 / 228,85 / 224,12 / 26,13 / 25,5298,5678,1103,4.8,1092,5.2,1866,2109,439,4.2,511,4.1,3854,3569,398,604,20,6.4,365,537,10,6.6,60,44,32 / 39,26 / 28,28,50,8,17,0,2,20,25,0,5,-13,
0,jaguars,2017,332,257,101,193,38,91,143,23,85 / 227,74 / 220,10 / 13,6 / 13,5855,4578,1078,5.4,993,4.6,2262,1860,527,4.3,429,4.3,3716,2718,316,527,13,7,289,509,21,5.3,24,55,30 / 35,22 / 24,42,28,18,21,1,7,9,17,1,1,10,
0,jaguars,2018,277,288,92,164,21,89,162,37,93 / 230,80 / 212,8 / 17,3 / 12,4832,4983,1005,4.8,970,5.1,1723,1870,416,4.1,434,4.3,3431,3113,329,536,13,6.4,312,499,11,6.2,53,37,23 / 26,27 / 31,25,34,7,15,1,2,16,17,0,1,-12,
0,jaguars,2019,298,340,85,183,30,114,193,33,76 / 220,79 / 190,12 / 25,5 / 11,5468,6007,1020,5.4,999,6,1708,2229,389,4.4,435,5.1,4023,3778,364,589,8,6.8,327,517,10,7.3,42,47,33 / 34,22 / 27,28,47,3,24,0,2,23,22,0,2,-1,
0,jaguars,2020,310,394,80,205,25,140,210,44,84 / 207,86 / 198,7 / 26,12 / 18,5218,6683,997,5.2,1068,6.3,1519,2452,337,4.5,517,4.7,3955,4231,387,616,16,6.4,370,533,12,7.9,44,18,18 / 25,31 / 39,37,57,9,25,1,1,23,34,0,0,-8,
0,jaguars,2021,304,351,92,178,34,124,198,29,76 / 212,95 / 221,18 / 31,14 / 21,5191,6002,1028,5,1068,5.6,1755,2127,392,4.5,493,4.3,3674,3875,361,604,17,6.1,377,543,7,7.1,32,32,21 / 27,32 / 36,28,51,13,12,1,0,22,24,3,2,-20,
0,jaguars,2022,352,350,114,208,30,114,211,25,90 / 215,95 / 220,14 / 27,10 / 31,6075,6006,1072,5.7,1106,5.4,2116,1951,448,4.7,470,4.2,4148,4055,394,596,9,7,385,601,14,6.8,28,35,30 / 35,26 / 27,43,39,16,25,0,4,14,25,0,0,5,
